org_name,breach_date,fcc_form499,reason_classified,date_valid,termination_status,frn,start_date,end_date,end_reason_desc
T-Mobile,2009-10-08,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2021-03-31,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile,2021-01-18,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile US, Inc.",2020-08-27,0,No Form 499 match found,False,,,,,
"T-Mobile US, Inc.",2021-01-18,0,No Form 499 match found,False,,,,,
T-Mobile USA,2019-11-26,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA,2023-04-28,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA,2021-08-17,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA,2021-08-26,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA,2015-09-14,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA,2022-11-25,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA Inc,2015-11-04,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA Inc,2019-11-26,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA Inc.,2011-10-21,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA Inc.,2018-08-20,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA Inc.,2015-09-14,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
T-Mobile USA Inc.,2015-10-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2009-09-03,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2017-08-24,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2015-09-14,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2021-02-12,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2009-10-05,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2017-09-16,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2013-11-26,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2015-09-15,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2023-02-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2014-01-02,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2021-08-13,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile USA, Inc.",2021-03-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
"T-Mobile, USA",2023-02-01,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,6693022.0,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Tri Delta,2024-03-04,0,No Form 499 match found,False,,,,,
"Truly Nolen of America, Inc.",2022-04-29,0,No Form 499 match found,False,,,,,
Twilio,2022-08-04,1,Current Form 499 filer; no end_date,True,current,20237343.0,2010-10-07,,
Twilio,2024-04-01,1,Current Form 499 filer; no end_date,True,current,20237343.0,2010-10-07,,
"Twitter, Inc.",2013-02-01,0,No Form 499 match found,False,,,,,
"Tyler Technologies, Inc.",2020-09-21,0,No Form 499 match found,False,,,,,
Uber,2014-05-13,0,No Form 499 match found,False,,,,,
Uber Technologies,2015-03-04,0,No Form 499 match found,False,,,,,
Uber Technologies Inc,2018-12-06,0,No Form 499 match found,False,,,,,
Uber Technologies Inc,2023-01-23,0,No Form 499 match found,False,,,,,
Uber Technologies Inc.,2016-10-01,0,No Form 499 match found,False,,,,,
Uber Technologies Inc.,2018-08-30,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2016-11-01,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2016-06-16,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2017-11-01,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2014-05-13,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2016-10-13,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2023-01-23,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2019-10-28,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2023-03-31,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2016-10-01,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2024-08-23,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2017-12-18,0,No Form 499 match found,False,,,,,
"Uber Technologies, Inc.",2017-11-28,0,No Form 499 match found,False,,,,,
United Airlines,2013-01-01,0,No Form 499 match found,False,,,,,
"US Claims Capital, LLC",2025-01-07,0,No Form 499 match found,False,,,,,
"USA Waste-Management Resources, LLC",2021-01-21,0,No Form 499 match found,False,,,,,
Vance Street Capital,2021-11-16,0,No Form 499 match found,False,,,,,
Verizon,2023-05-11,0,Non-terminating reason but breach 2023-05-11 after end_date 2021-09-30; would require replacement_id traversal,False,non_terminating,3469442.0,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Verizon,2016-08-10,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,3469442.0,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Verizon,2017-07-20,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,3469442.0,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Verizon,2019-06-03,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,3469442.0,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Verizon,2014-02-26,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,3469442.0,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Verizon,2008-06-27,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,3469442.0,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Verizon,2019-04-24,1,Non-terminating reason (consolidated/absorbed); breach within coverage dates,True,non_terminating,3469442.0,1997-01-01,2021-09-30,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.
Verizon Communications,2023-09-21,0,No Form 499 match found,False,,,,,
Verizon Communications Inc,2023-09-21,0,No Form 499 match found,False,,,,,
Verizon Communications Inc.,2023-09-21,0,No Form 499 match found,False,,,,,
Verizon Communications Inc.,2024-02-09,0,No Form 499 match found,False,,,,,
Verizon Communications Inc.,2024-02-06,0,No Form 499 match found,False,,,,,
Verizon Corporate Services Group Inc.,2014-01-20,0,No Form 499 match found,False,,,,,
Verizon Media,2019-03-12,0,No Form 499 match found,False,,,,,
Vmware Inc,2015-08-19,0,No Form 499 match found,False,,,,,
"VMware, Inc.",2015-07-02,0,No Form 499 match found,False,,,,,
"Volkswagen Group of America, Inc.",2019-08-01,0,No Form 499 match found,False,,,,,
Vulcan Industries,2023-11-01,0,No Form 499 match found,False,,,,,
W.W. Grainger Inc.,2017-09-26,0,No Form 499 match found,False,,,,,
"W.W. Grainger, Inc.",2017-08-23,0,No Form 499 match found,False,,,,,
Wabtec Corporation,2022-03-15,0,No Form 499 match found,False,,,,,
"Warn Industries, Inc.",2018-02-28,0,No Form 499 match found,False,,,,,
Warner Bros. Distributing Inc.,2015-11-15,0,No Form 499 match found,False,,,,,
Warner Music Group,2020-08-05,0,No Form 499 match found,False,,,,,
Warner Music Group,2020-04-25,0,No Form 499 match found,False,,,,,
Warner Music Group,2020-09-09,0,No Form 499 match found,False,,,,,
Warner Music Group Corp,2020-04-01,0,No Form 499 match found,False,,,,,
"Warner Music, Inc.",2022-08-04,0,No Form 499 match found,False,,,,,
WERCS d/b/a Wyoming Financial Group,2023-12-13,0,No Form 499 match found,False,,,,,
"Western Union Financial Services, Inc.",2020-12-24,0,No Form 499 match found,False,,,,,
Wiedenbach Brown,2024-03-19,0,No Form 499 match found,False,,,,,
WillScot Mobile Mini Holdings Corp.,2020-11-10,0,No Form 499 match found,False,,,,,
"Window to the World Communications, Inc.",2018-12-18,0,No Form 499 match found,False,,,,,
"WM Waste Management, Inc.",2007-01-10,0,No Form 499 match found,False,,,,,
"Woodward Communications, Inc.",2023-01-19,0,No Form 499 match found,False,,,,,
Workday Inc.,2025-08-06,0,No Form 499 match found,False,,,,,
"Worthen Industries, Inc.",2023-12-28,0,No Form 499 match found,False,,,,,
"Worthen Industries, Inc.",2023-12-01,0,No Form 499 match found,False,,,,,
Xerox Corporation,2023-12-10,0,No Form 499 match found,False,,,,,
"Xerox State Healthcare, LLC",2014-08-14,0,No Form 499 match found,False,,,,,
"Xerox State Healthcare, LLC",2013-02-22,0,No Form 499 match found,False,,,,,
Yahoo,2014-12-01,0,No Form 499 match found,False,,,,,
Yahoo Inc.,2016-08-13,0,No Form 499 match found,False,,,,,
Yahoo! Inc.,2014-12-01,0,No Form 499 match found,False,,,,,
Yahoo! Inc.,2013-08-01,0,No Form 499 match found,False,,,,,
Yahoo! Voices,2012-07-11,0,No Form 499 match found,False,,,,,
"Yahoo, Inc.",2013-08-01,0,No Form 499 match found,False,,,,,
"Yum! Brands, Inc.",2023-01-13,0,No Form 499 match found,False,,,,,
Zscaler Inc.,2025-08-08,0,No Form 499 match found,False,,,,,
"Zscaler, Inc.",2018-09-01,0,No Form 499 match found,False,,,,,
