org_name,breach_date,matched,matched_field,legal_name,dba,trade_name,frn,start_date,end_date,end_reason_desc,replacement_id,nearest_candidates
Sirius XM Radio Inc.,2017-09-18,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Radio Inc.,2017-01-06,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
"Sirius XM Radio, Inc.",2016-10-04,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
"Sirius XM Radio, Inc.",2017-01-25,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
"Sirius XM Radio, Inc.",2016-12-19,0,,,,,,,,,,"Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1); Radio Paging Service (overlap=1)"
Sirius XM Satellite Radio,2012-04-12,0,,,,,,,,,,"CalAmp Radio Satellite Integrators, Inc. (overlap=2); Lubbock Radio Paging Service, Inc. (overlap=1); Radio Paging Service LLC (overlap=1)"
Snap Inc.,2022-03-01,0,,,,,,,,,,"Snap Telecommunications, Inc. (overlap=1); Snap Telecommunications (overlap=1); Snap Telecommunications, Inc. (overlap=1)"
Snap-on Incorporated,2022-03-01,0,,,,,,,,,,None
Snap-on Incorporated,2022-03-03,0,,,,,,,,,,None
"Snap-on, Inc.",2022-03-01,0,,,,,,,,,,None
Snowflake Inc.,2024-03-01,0,,,,,,,,,,None
Snowflake Inc.,2024-04-14,0,,,,,,,,,,None
Sony Card Marketing & Services Company,2009-05-13,0,,,,,,,,,,L & C Phone Services (overlap=2); L & C Phone Services (overlap=2); R & P Sales and Services (overlap=2)
Sony Corporation of America,2009-06-02,0,,,,,,,,,,Telehouse International Corporation of America (overlap=3); Telehouse International Corporation of America (overlap=3); Telehouse International Corporation of America (overlap=3)
Sony Electronics Inc.,2010-05-01,0,,,,,,,,,,"Cude Electronics, Inc. (overlap=1); Cude Electronics, Inc. (overlap=1); Cude Electronics (overlap=1)"
Sony Interactive Entertainment,2023-05-28,0,,,,,,,,,,"Cingular Interactive, LP (overlap=1); Cingular Interactive (overlap=1); CSG Interactive Messaging, Inc (overlap=1)"
Sony Interactive Entertainment,2023-10-03,0,,,,,,,,,,"Cingular Interactive, LP (overlap=1); Cingular Interactive (overlap=1); CSG Interactive Messaging, Inc (overlap=1)"
Sony Interactive Entertainment LLC,2023-05-28,0,,,,,,,,,,"Cingular Interactive, LP (overlap=1); Cingular Interactive (overlap=1); CSG Interactive Messaging, Inc (overlap=1)"
"Sony Interactive Entertainment, LLC",2023-05-28,0,,,,,,,,,,"Cingular Interactive, LP (overlap=1); Cingular Interactive (overlap=1); CSG Interactive Messaging, Inc (overlap=1)"
Sony Network Entertainment America Inc.,2011-04-01,0,,,,,,,,,,"Network America (overlap=2); Education Network of America (overlap=2); IP Network America, LLC (overlap=2)"
Sony Online Entertainment,2011-05-05,0,,,,,,,,,,"American OnLine Communications, Inc. (overlap=1); Home Box Office, a Division of Time Warner Entertainment (overlap=1); U.S. OnLine (overlap=1)"
Sony Online Entertainment,2011-04-17,0,,,,,,,,,,"American OnLine Communications, Inc. (overlap=1); Home Box Office, a Division of Time Warner Entertainment (overlap=1); U.S. OnLine (overlap=1)"
Sony Online Entertainment LLC,2011-04-16,0,,,,,,,,,,"American OnLine Communications, Inc. (overlap=1); Home Box Office, a Division of Time Warner Entertainment (overlap=1); U.S. OnLine (overlap=1)"
Sony Pictures,2014-11-01,0,,,,,,,,,,None
Sony Pictures Entertainment Inc,2014-11-24,0,,,,,,,,,,"Home Box Office, a Division of Time Warner Entertainment (overlap=1); Windstream Lexcom Entertainment, LLC. (overlap=1); Platinum Touch Entertainment, LLC. (overlap=1)"
Sony Pictures Entertainment Inc.,2014-11-01,0,,,,,,,,,,"Home Box Office, a Division of Time Warner Entertainment (overlap=1); Windstream Lexcom Entertainment, LLC. (overlap=1); Platinum Touch Entertainment, LLC. (overlap=1)"
"Sony Pictures Entertainment, Inc.",2011-06-02,0,,,,,,,,,,"Home Box Office, a Division of Time Warner Entertainment (overlap=1); Windstream Lexcom Entertainment, LLC. (overlap=1); Platinum Touch Entertainment, LLC. (overlap=1)"
"Sony Pictures Entertainment, Inc.",2014-11-24,0,,,,,,,,,,"Home Box Office, a Division of Time Warner Entertainment (overlap=1); Windstream Lexcom Entertainment, LLC. (overlap=1); Platinum Touch Entertainment, LLC. (overlap=1)"
Sorenson Communications,2014-02-20,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
SOS International,2016-09-13,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
Southwest Airlines Co.,2018-03-01,0,,,,,,,,,,Frontier Southwest Incorporated (overlap=1); Frontier Southwest Incorporated (overlap=1); Frontier Southwest Incorporated (overlap=1)
Southwest Airlines Co.,2017-10-01,0,,,,,,,,,,Frontier Southwest Incorporated (overlap=1); Frontier Southwest Incorporated (overlap=1); Frontier Southwest Incorporated (overlap=1)
Southwest Binding & Laminating,2024-02-01,0,,,,,,,,,,Marne & Elk Horn Tel. Co. (overlap=1); Marne & Elk Horn Telephone Company (overlap=1); Marne & Elk Horn Telephone Company (overlap=1)
"SP Industries, Inc.",2018-02-01,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
Spotify USA Inc.,2020-04-09,0,,,,,,,,,,None
Sprint,2019-06-02,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint,2019-06-08,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint,2017-05-07,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint,2019-06-22,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint,2020-04-02,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint,2020-04-15,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint Business,2019-06-08,0,,,,,,,,,,"GE Business Productivity Solutions, Inc. (overlap=1); Sprint - Missouri, Inc (overlap=1); Sprint Missouri, Inc (overlap=1)"
Sprint Corporation,2019-03-14,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint Corporation,2017-05-01,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint Corporation,2015-08-17,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint Corporation,2018-03-02,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint Corporation,2019-08-13,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint Corporation,2019-05-09,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Sprint Nextel,2012-08-01,0,,,,,,,,,,"Sprint - Missouri, Inc (overlap=1); Sprint Missouri, Inc (overlap=1); Sprint- Minnesota, Inc. (overlap=1)"
Sprint Nextel,2009-02-01,0,,,,,,,,,,"Sprint - Missouri, Inc (overlap=1); Sprint Missouri, Inc (overlap=1); Sprint- Minnesota, Inc. (overlap=1)"
SRI International,2017-07-01,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
"STG International, Inc.",2020-10-22,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
"Student Transportation of America, Inc.",2024-01-24,0,,,,,,,,,,"Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2)"
Suddenlink Communications,2006-05-01,1,normalized_match,"Cebridge Telecom TX, LP",Cox Communications,Suddenlink Communications,0004330288,1997-01-01,2009-01-01,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,827243,
"Sumner Communications, Inc.",2019-05-01,1,normalized_match,"Sumner Cable TV, Inc.",Sumner Communications,Sumner Communications,0007631187,2006-06-01,2023-01-01,All assets of this company have been sold to another party.,835907,
"Superior Communications, Inc.",2023-07-09,1,normalized_match,"Superior Communications, LLC",Superior Communications,,0004339362,1997-01-01,2011-03-29,"This company still exists, however it is no longer providing telecommunications services.",,
"SupraNet Communications, Inc.",2022-02-10,0,,,,,,,,,,"Corr Wireless Communications, LLC (overlap=1); Corr Wireless Communications, LLC (overlap=1); Liberty Communications (overlap=1)"
"SVAM International, Inc.",2018-04-24,0,,,,,,,,,,"International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1); International Telecom, Inc. (overlap=1)"
Synergy Healthcare Services,2022-12-15,0,,,,,,,,,,ENA HEALTHCARE SERVICES LLC (overlap=2); Synergy Telecom Services Co Inc. (overlap=2); Synergy Telecom Services Co Inc. (overlap=2)
Synergy Healthcare Services,2022-12-01,0,,,,,,,,,,ENA HEALTHCARE SERVICES LLC (overlap=2); Synergy Telecom Services Co Inc. (overlap=2); Synergy Telecom Services Co Inc. (overlap=2)
Sysco Corporation,2023-01-14,0,,,,,,,,,,None
"SysInformation Healthcare Services, LLC",2023-06-03,0,,,,,,,,,,"ENA HEALTHCARE SERVICES LLC (overlap=2); RC Services (overlap=1); Chester Long Distance Services, Inc. (overlap=1)"
"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,,,,,,,,,,"W. T. Services, Inc. (overlap=2); W. T. Services, Inc. (overlap=2); The Aloha MarketPlace I T Services (overlap=2)"
"T. Rowe Price Retirement Plan Services, Inc.",2007-12-24,0,,,,,,,,,,"W. T. Services, Inc. (overlap=2); W. T. Services, Inc. (overlap=2); The Aloha MarketPlace I T Services (overlap=2)"
"T.R.A. Industries, Inc.",2025-08-09,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
TALX Corporation,2017-03-09,0,,,,,,,,,,None
TALX Corporation,2016-04-18,0,,,,,,,,,,None
TALX Corporation,2016-01-01,0,,,,,,,,,,None
TALX Corporation,2016-01-04,0,,,,,,,,,,None
"TDC Financial, Inc.",2024-01-21,0,,,,,,,,,,"Spectrotel Services, LLC Razgate Financial, LLC (overlap=1); TDC Carrier Services USA, Inc. (overlap=1); TDC (overlap=1)"
"Tedder Industries, LLC",2024-08-07,0,,,,,,,,,,"Miracle Industries, Inc. (overlap=1); Nexus Consolidated Industries, Inc. (overlap=1); Martin Industries (overlap=1)"
The Boeing Company,2016-11-21,0,,,,,,,,,,"The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1); The Golden Belt Telephone Association, Inc. (overlap=1)"
The Delta Companies,2024-09-06,0,,,,,,,,,,"The Release Companies LLC (overlap=2); The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1)"
The Est̩e Lauder Companies Inc.,2023-05-01,0,,,,,,,,,,"The Release Companies LLC (overlap=2); The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1)"
The Est̩e Lauder Companies Inc.,2023-05-30,0,,,,,,,,,,"The Release Companies LLC (overlap=2); The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1)"
The Est̩e Lauder Companies Inc.,2023-07-11,0,,,,,,,,,,"The Release Companies LLC (overlap=2); The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1)"
The Hershey Company,2023-09-03,0,,,,,,,,,,"The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1); The Golden Belt Telephone Association, Inc. (overlap=1)"
The Home Depot,2014-02-10,0,,,,,,,,,,The Home Telephone Company (overlap=2); The Home Telephone Company (overlap=2); The Home Telephone Company (overlap=2)
"The iRemedy Healthcare Companies, Inc.",2017-10-01,0,,,,,,,,,,"The Release Companies LLC (overlap=2); The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1)"
The J.M. Smucker Company,2010-04-05,0,,,,,,,,,,"The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1); The Golden Belt Telephone Association, Inc. (overlap=1)"
"The Mosaic Tile Company of Virginia, Inc.",2019-02-06,0,,,,,,,,,,Sprint/United Telephone Company of the West (overlap=3); Sprint/ United Telephone Company of the West (overlap=3); The Marseilles Telephone Company of Marseilles Illinois (overlap=3)
The Walt Disney Company,2008-07-29,0,,,,,,,,,,"The Bayou Telephone Company, Inc. (overlap=1); The Bayou Telephone Company, Inc. (overlap=1); The Golden Belt Telephone Association, Inc. (overlap=1)"
Time Warner Inc.,2016-08-10,0,,,,,,,,,,"Time Warner Telecom of Columbus (overlap=2); Time Warner Telecom of Mid South, LP (overlap=2); Time Warner Telecom of Mid South, L.P. (overlap=2)"
Time Warner Inc.,2006-12-01,0,,,,,,,,,,"Time Warner Telecom of Columbus (overlap=2); Time Warner Telecom of Mid South, LP (overlap=2); Time Warner Telecom of Mid South, L.P. (overlap=2)"
Time Warner Inc.,2017-07-20,0,,,,,,,,,,"Time Warner Telecom of Columbus (overlap=2); Time Warner Telecom of Mid South, LP (overlap=2); Time Warner Telecom of Mid South, L.P. (overlap=2)"
Time Warner Inc.,2015-01-28,0,,,,,,,,,,"Time Warner Telecom of Columbus (overlap=2); Time Warner Telecom of Mid South, LP (overlap=2); Time Warner Telecom of Mid South, L.P. (overlap=2)"
TimeWarner,2015-02-19,0,,,,,,,,,,Oceanic TimeWarner Cable (overlap=1)
T-Mobile,2017-04-01,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2021-02-20,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2013-11-01,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2023-02-24,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2022-11-25,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2012-08-28,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2022-03-08,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2012-05-08,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2020-08-31,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2009-10-08,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2021-03-31,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile,2021-01-18,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile US, Inc.",2020-08-27,0,,,,,,,,,,U.S. Cellular (overlap=1); US Cellular (overlap=1); U.S. Cellular (overlap=1)
"T-Mobile US, Inc.",2021-01-18,0,,,,,,,,,,U.S. Cellular (overlap=1); US Cellular (overlap=1); U.S. Cellular (overlap=1)
T-Mobile USA,2019-11-26,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA,2023-04-28,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA,2021-08-17,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA,2021-08-26,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA,2015-09-14,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA,2022-11-25,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA Inc,2015-11-04,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA Inc,2019-11-26,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA Inc.,2011-10-21,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA Inc.,2018-08-20,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA Inc.,2015-09-14,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
T-Mobile USA Inc.,2015-10-01,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2009-09-03,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2017-08-24,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2015-09-14,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2021-02-12,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2009-10-05,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2017-09-16,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2013-11-26,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2015-09-15,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2023-02-01,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2014-01-02,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2021-08-13,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile USA, Inc.",2021-03-01,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
"T-Mobile, USA",2023-02-01,1,normalized_match,Sprint Spectrum LLC,Sprint ,T-Mobile,0006693022,1997-01-01,2024-12-31,This legal entity account has been closed because their Form 499 filing is now submitted on a consolidated basis.,822060,
Tri Delta,2024-03-04,0,,,,,,,,,,"Delta Tel. Co. Inc. (overlap=1); Delta Telephone Co., Inc. (overlap=1); Delta Telephone Co., Inc. (overlap=1)"
"Truly Nolen of America, Inc.",2022-04-29,0,,,,,,,,,,"Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2); Frontier Communications of America, Inc. (overlap=2)"
Twilio,2022-08-04,1,normalized_match,Twilio Inc,Twilio Inc,Twilio Inc.,0020237343,2010-10-07,,,,
Twilio,2024-04-01,1,normalized_match,Twilio Inc,Twilio Inc,Twilio Inc.,0020237343,2010-10-07,,,,
"Twitter, Inc.",2013-02-01,0,,,,,,,,,,None
"Tyler Technologies, Inc.",2020-09-21,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
Uber,2014-05-13,0,,,,,,,,,,Uber Wireless LLP (overlap=1); Uber Wireless LLP (overlap=1); Uber Wireless LLP (overlap=1)
Uber Technologies,2015-03-04,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
Uber Technologies Inc,2018-12-06,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
Uber Technologies Inc,2023-01-23,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
Uber Technologies Inc.,2016-10-01,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
Uber Technologies Inc.,2018-08-30,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2016-11-01,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2016-06-16,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2017-11-01,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2014-05-13,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2016-10-13,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2023-01-23,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2019-10-28,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2023-03-31,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2016-10-01,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2024-08-23,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2017-12-18,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
"Uber Technologies, Inc.",2017-11-28,0,,,,,,,,,,RC Technologies (overlap=1); Wheat State Technologies. (overlap=1); Wheat State Technologies (overlap=1)
United Airlines,2013-01-01,0,,,,,,,,,,"United Teleconnect, Inc. (UTI) (overlap=1); United Teleconnect, Inc. (UTI) (overlap=1); United Native America Telecommunications, Inc. (overlap=1)"
"US Claims Capital, LLC",2025-01-07,0,,,,,,,,,,"Capital Telecommunications, Inc. (overlap=1); Capital Telecommunications, Inc. (overlap=1); GE Capital Communication Services (overlap=1)"
"USA Waste-Management Resources, LLC",2021-01-21,0,,,,,,,,,,"Com-Tech Resources, Inc. (overlap=1); USA Global Link, Inc. (overlap=1); USA Global Link, Inc. (overlap=1)"
