final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence,car_5d,car_30d,bhar_5d,bhar_30d,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,permno,matched_ticker,permno_match,has_crsp_data,firm_size_log,leverage,roa,op_margin,prior_breaches_total,prior_breaches_1yr,disclosure_delay_days,delay_recoded,immediate_disclosure,health_breach,executive_change_30d,executive_change_90d,executive_change_180d,days_to_first_item_5_02
1283699,2017-04-01,T-Mobile,T-Mobile,2,INSD,False,1,True,"The New Hampshire Attorney General's Office reported on June 9, 2017, that T-Mobile experienced a data breach involving the misuse of personal credit card information by a former employee. One New Hampshire resident was affected, and T-Mobile is providing two years of free credit monitoring to the individual.",2017-06-09 00:00:00,2017-04-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-1.9449,-0.5372,-1.9346,-0.6834,17.0843,14.6938,1113762.85,1460060.67,-2.3905,91937.0,TMUS,window,1,11.0958,0.7232,0.0222,0.2501,12,0,69.0,0,0.0,0,0,0,0,
1283699,2017-08-24,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,INSD,False,1,False,"The New Hampshire Office of the Attorney General reported a data breach involving T-Mobile on September 14, 2017. The breach occurred on or about August 24, 2017, when a T-Mobile employee misused a customer's payment card information, affecting one New Hampshire resident. T-Mobile has since separated the employee responsible for the misuse.",2017-09-14 00:00:00,2017-08-24 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-0.2218,-7.0612,-0.2324,-7.4482,18.3986,26.8314,2375729.45,2483409.46,8.4328,91937.0,TMUS,window,1,11.0958,0.7232,0.0222,0.2501,13,1,21.0,0,0.0,0,0,0,1,120.0
1283699,2017-09-16,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,INSD,False,12,False,"The Maryland Office of the Attorney General reported that T-Mobile experienced a data breach where a former employee misused the personal information of one Maryland resident between September 16, 2017, and September 21, 2017. Affected information included the customer's payment card information, and the company has since separated the employee responsible. Notification to the affected individual is expected within the next seven days.",2017-10-02 00:00:00,2017-09-21 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Payment card information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",4.3923,-0.1198,4.2812,-0.4597,16.5554,26.349,971642.17,2142411.73,9.7936,91937.0,TMUS,window,1,11.0958,0.7232,0.0222,0.2501,14,2,16.0,0,0.0,0,0,0,1,97.0
1283699,2018-08-20,T-Mobile USA Inc.,T-Mobile USA Inc.,1,HACK,False,2,False,"The Wisconsin Department of Justice reported that T-Mobile USA Inc. experienced a data breach on August 20, 2018, potentially affecting an unknown number of individuals, including Wisconsin residents. The compromised information includes names, phone numbers, email addresses, account numbers, account types, and billing zip codes, while Social Security numbers, financial data, and passwords were not involved.",2018-08-23 00:00:00,2018-08-20 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Phone number"""", """"Email address"""", """"Account number"""", """"Billing zip code""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Account type""""]
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Customer Records"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    }
  }
}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-1.9004,3.924,-1.9273,3.9174,31.3109,17.0403,2471743.81,901565.96,-14.2706,91937.0,TMUS,window,1,11.1643,0.6803,0.0643,0.2666,15,2,3.0,0,1.0,0,0,1,1,74.0
1283699,2019-11-26,T-Mobile USA,T-Mobile USA | T-Mobile USA Inc,3,HACK,False,1027,True,"The Montana Department of Justice reported a data breach involving T-Mobile USA on March 10, 2020. The breach occurred between November 26, 2019 and December 25, 2019, involving unauthorized access to T-Mobile employee email accounts, potentially affecting one individual. The compromised information may include names, addresses, Social Security numbers, financial account information, and billing data.",2020-03-02 00:00:00,2019-12-25 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Names"""", """"Addresses"""", """"Social Security numbers"""", """"Government identification numbers"""", """"Phone numbers"""", """"Account information""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Billing information"""", """"Rate plans and features""""]
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Social Security numbers"""", """"Government identification numbers"""", """"Financial account information""""]
    },
    """"Customer Records"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    }
  }
}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",1.0159,-2.6967,1.0101,-2.8518,17.5672,15.2069,1074112.31,1243356.18,-2.3603,91937.0,TMUS,window,1,11.1909,0.6589,0.0399,0.2737,16,0,97.0,0,0.0,0,0,1,1,85.0
1283699,2020-04-02,Sprint,Sprint,1,HACK,False,3,False,"On April 2, 2020, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Sprint, affecting 3 residents. The breach potentially compromised electronic records, specifically drivers' licenses.",2020-04-02 00:00:00,2020-04-02 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""DriversLicenses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-F: TMUS post-merger,,1,"Clause (a) adjudicated 8/4: Sprint Spectrum LLC dba Sprint (499ID 811754, coverage 1997-2024-12-31, replacement 822060) covers all Sprint-family breach dates; dba/suffix variants defeat exact matching",-11.3431,-1.4651,-11.952,-2.2922,85.4586,35.3274,1834651.86,4211455.4,-50.1312,91937.0,TMUS,window,1,11.3728,0.6688,0.0399,0.288,17,1,0.0,0,1.0,0,1,1,1,14.0
1283699,2020-04-15,Sprint,Sprint,1,HACK,False,6,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Sprint on April 15, 2020, affecting 6 residents. The breach involved the compromise of electronic records, including account numbers, driver's licenses, and credit/debit numbers.",2020-04-15 00:00:00,2020-04-15 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""AccountNumber"""",""""DriversLicenses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number"""",""""CreditDebitNumbers""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""AccountNumber"""",""""CreditDebitNumbers""""]}}}",BSO,VERIFIED-GATE1,Gate1-F: TMUS post-merger,,1,"Clause (a) adjudicated 8/4: Sprint Spectrum LLC dba Sprint (499ID 811754, coverage 1997-2024-12-31, replacement 822060) covers all Sprint-family breach dates; dba/suffix variants defeat exact matching",2.145,3.3105,2.1414,2.7235,85.1686,47.5096,3673189.18,1587375.0,-37.659,91937.0,TMUS,window,1,11.3728,0.6688,0.0399,0.288,18,2,0.0,0,1.0,0,1,1,1,1.0
1283699,2020-08-27,"T-Mobile US, Inc.","T-Mobile US, Inc.",2,HACK+PORT,True,7,True,"The New Hampshire Department of Justice reported on December 8, 2020, that T-Mobile experienced a data breach affecting the personal information of seven New Hampshire residents. The breach occurred between August 27, 2020, and September 6, 2020, involving unauthorized access to customer account information, including names, phone numbers, account numbers, personal identification numbers (PINs), and the number of lines subscribed to.",2020-12-08 00:00:00,2020-09-06 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Phone number"""",""""Account number"""",""""Customer account personal identification number (PIN)""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Number of lines subscribed to""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-0.4537,-0.1464,-0.4581,-0.2721,23.4908,27.3018,2310892.01,1381356.02,3.811,91937.0,TMUS,window,1,11.3728,0.6688,0.0399,0.288,19,3,103.0,0,0.0,0,0,1,1,77.0
1283699,2020-08-31,T-Mobile,T-Mobile,1,PORT,False,6,False,"The Indiana Office of the Attorney General reported a data breach involving T-Mobile on October 9, 2020. The breach occurred on August 31, 2020, affecting 2 residents. The total number of individuals affected is unknown.",2020-10-09 00:00:00,2020-08-31 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",0.9676,3.4673,0.9297,3.4174,23.6338,27.5028,2339850.28,1289948.21,3.869,91937.0,TMUS,window,1,11.3728,0.6688,0.0399,0.288,20,4,39.0,0,0.0,0,0,1,1,73.0
1283699,2021-01-18,T-Mobile,"T-Mobile | T-Mobile US, Inc.",2,PORT,False,118290,True,"The Maryland Office of the Attorney General reported a data breach involving T-Mobile USA, Inc. on February 9, 2021. The breach occurred starting on January 18, 2021, affecting 421 customers, including 11 individuals in Maryland, and potentially compromising full names, addresses, email addresses, social security numbers, account numbers, driver's license numbers, personal identification numbers (PINs), security questions and answers, dates of birth, plan information, and the number of lines subscribed.",2021-02-09 00:00:00,2021-01-18 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Address"""",""""Email address"""",""""Social Security number"""",""""Account number"""",""""Driver's license number"""",""""Customer account personal identification number (PIN)"""",""""Account security questions and answers"""",""""Date of birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Plan information"""",""""Number of lines subscribed""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Customer account personal identification number (PIN)"""",""""Account security questions and answers"""",""""Date of birth""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",1.4741,-7.7084,1.4718,-7.9639,21.3324,35.353,1665399.78,1940520.6,14.0206,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,21,4,22.0,0,0.0,0,0,1,1,51.0
1283699,2021-02-12,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,INSD,False,2,False,"On March 16, 2021, the New Hampshire Office of the Attorney General reported a data breach involving T-Mobile USA, Inc. The breach occurred on February 12, 2021, when a T-Mobile representative accessed the personal information of one New Hampshire resident without authorization, including full name, address, email address, account number, last four digits of SSN, date of birth, and driver's license details. T-Mobile has offered two years of free credit monitoring to the affected individual.",2021-03-16 00:00:00,2021-02-12 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Address"""",""""Email address"""",""""Account number"""",""""Last 4 of SSN"""",""""Date of birth"""",""""Driver's license number/state and expiration date""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Last 4 of SSN"""",""""Driver's license number/state and expiration date""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-4.0591,0.36,-3.9857,0.1403,34.6223,30.0895,1773286.78,1896051.41,-4.5328,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,22,5,32.0,0,0.0,0,1,1,1,26.0
1283699,2021-02-20,T-Mobile,T-Mobile,1,PORT,False,1,False,"The Indiana Office of the Attorney General reported a data breach involving T-Mobile on March 31, 2021. The breach occurred on February 20, 2021, affecting a total of 65 individuals, including 1 resident.",2021-03-31 00:00:00,2021-02-20 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",0.2722,4.2088,0.2508,4.1463,34.7339,29.2045,1793150.42,1956237.47,-5.5294,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,23,6,39.0,0,0.0,0,1,1,1,18.0
1283699,2021-03-01,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,HACK,False,76600000,False,"The California Office of the Attorney General reported on August 25, 2021, that T-Mobile USA experienced a data breach on July 22, 2021, involving the unauthorized access of personal customer information. The breach potentially affected data such as names, drivers’ licenses, Social Security numbers, and dates of birth among others, although specific number of individuals impacted is unknown.",2021-08-16 00:00:00,2021-08-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""names"""",""""drivers’ licenses"""",""""government identification numbers"""",""""Social Security numbers"""",""""dates of birth"""",""""addresses"""",""""phone number(s)""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers"""",""""drivers’ licenses"""",""""government identification numbers""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""addresses"""",""""phone number(s)""""]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",6.3901,2.1371,6.3954,2.0399,32.4316,27.9359,2190813.33,1648877.35,-4.4957,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,24,7,168.0,0,0.0,0,1,1,1,9.0
