final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence
1166691,2023-10-16,Comcast Cable Communications LLC,Comcast Cable Communications LLC,8,HACK,False,36000000,True,"The Maine Office of the Attorney General reported a data breach involving Comcast Cable Communications LLC, which occurred from October 16 to October 19, 2023, due to unauthorized access following a vulnerability in a software product used by Xfinity's provider, Citrix. The breach affected approximately 35,879,455 individuals, potentially exposing usernames, hashed passwords, names, contact information, last four digits of social security numbers, dates of birth, and secret questions and answers. The breach was discovered on December 6, 2023, and notifications were sent on December 18, 2023.",2023-12-18 00:00:00,2023-10-19 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Username"""",""""Last four digits of Social Security number"""",""""Date of birth"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Last four digits of Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Secret questions and answers""""]}}}",BSO,VERIFIED,EDGAR name: COMCAST CABLE COMMUNICATIONS INC | EQUITY-PARENT: Comcast Cable Communications registrant has no equity; parent = Comcast Corp (Gate 1 verdict A class),,1,Clause (b): parent brand of Comcast Telephony filers (7/28)
1166691,2024-01-26,Comcast Cable Communications LLC,Comcast Cable Communications LLC,1,HACK,False,24,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Comcast Cable Communications LLC on January 26, 2024. The breach affected 30 residents and compromised Social Security Numbers (SSN) and driver's licenses.",2024-01-26 00:00:00,2024-01-26 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: COMCAST CABLE COMMUNICATIONS INC | EQUITY-PARENT: Comcast Cable Communications registrant has no equity; parent = Comcast Corp (Gate 1 verdict A class),,1,Clause (b): parent brand of Comcast Telephony filers (7/28)
1166691,2024-02-14,Comcast Cable Communications LLC,Comcast Cable Communications LLC,2,HACK,False,5,True,"The Maine Office of the Attorney General reported that Comcast Cable Communications LLC experienced a data breach at Financial Business and Consumer Solutions (FBCS), occurring between February 14 and February 26, 2024, affecting 237,703 individuals in total. The breach involved unauthorized access and data downloads, including names, addresses, Social Security numbers, and Comcast account details, with the discovery date reported as July 17, 2024. Comcast is offering 12 months of complimentary identity theft protection services through CyEx Identity Defense Complete.",2024-10-03 00:00:00,2024-02-26 00:00:00,"{
  """"Encryption Status"""": """"Unencrypted"""",
  """"Categories Affected"""": {
    """"Personal Identifiers"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Address"""", """"Social Security number"""", """"Date of birth"""", """"Comcast account number"""", """"ID numbers used internally at FBCS""""]
    },
    """"Protected Classification Characteristics"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Commercial Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Biometric Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Internet or Network Activity"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Geolocation Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensory Data"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Professional or Employment-Related Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Education Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Inferences Drawn from Personal Information"""": {
      """"Affected"""": """"No"""",
      """"Examples"""": []
    },
    """"Sensitive Personal Information"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Social Security number""""]
    },
    """"Customer Records"""": {
      """"Affected"""": """"Yes"""",
      """"Examples"""": [""""Name"""", """"Address"""", """"Comcast account number"""", """"ID numbers used internally at FBCS""""]
    }
  }
}",BSO,VERIFIED,EDGAR name: COMCAST CABLE COMMUNICATIONS INC | EQUITY-PARENT: Comcast Cable Communications registrant has no equity; parent = Comcast Corp (Gate 1 verdict A class),,1,Clause (b): parent brand of Comcast Telephony filers (7/28)
1166691,2024-10-04,Comcast Cable Communications LLC,Comcast Cable Communications LLC,1,HACK,False,3,False,"The Texas Attorney General reported on October 4, 2024, that Comcast Cable Communications LLC experienced a data breach affecting 1,867 individuals. The breach involved the exposure of names, addresses, Social Security Numbers, and dates of birth, with notification provided to consumers via U.S. Mail.",2024-10-04 00:00:00,2024-10-04 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name of individual"""",""""Address"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: COMCAST CABLE COMMUNICATIONS INC | EQUITY-PARENT: Comcast Cable Communications registrant has no equity; parent = Comcast Corp (Gate 1 verdict A class),,1,Clause (b): parent brand of Comcast Telephony filers (7/28)
1168812,2023-05-14,"HBP, Inc.","HBP, Inc.",1,HACK,False,168,False,"The Maryland Office of the Attorney General reported a data breach involving HBP, Inc. on July 26, 2023. The breach was due to unauthorized access to the company's computer network between May 14, 2023, and May 18, 2023, affecting the names and Social Security numbers (SSNs) of 168 residents.",2023-07-26 00:00:00,2023-05-18 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: HBP INC,,0,
1205274,2022-02-01,"Herbalife International of America, Inc.","Herbalife International of America, Inc.",2,HACK,False,3,True,"On June 29, 2022, the Maryland Office of the Attorney General reported a data breach involving Herbalife International of America, Inc. An unauthorized party accessed the myherbalife accounts of three Maryland residents using stolen login credentials between February and June 2022, potentially compromising names, phone numbers, postal addresses, dates of birth, and Herbalife membership IDs.",2022-03-17 00:00:00,2022-06,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Phone number"""",""""Postal address"""",""""Date of birth"""",""""Email address"""",""""Account password"""",""""Security question and answer"""",""""Herbalife membership ID""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: HERBALIFE INTERNATIONAL OF AMERICA INC,,0,
1260451,2023-11-01,Vulcan Industries,Vulcan Industries,1,HACK,False,1,False,"On February 26, 2024, the New Hampshire Office of the Attorney General reported a security incident involving Vulcan Industries that occurred on November 1, 2023. The breach involved unauthorized access to HR files containing personal information of one New Hampshire resident, but no actual misuse of the information has been reported. Affected individuals were notified starting February 12, 2024.",2024-02-26 00:00:00,2023-11-02 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Personal information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""HR files""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: VULCAN INDUSTRIES INC,,0,
1283246,2023-05-30,International Paper Company,International Paper Company,1,HACK,False,9999,False,"On November 17, 2023, the Washington State Office of the Attorney General reported a data breach involving the International Paper Company that occurred on May 30, 2023, due to unauthorized access to a MOVEit Transfer server, affecting 1,057 individuals. Compromised data included names, Social Security Numbers, full dates of birth, and health insurance policy or ID numbers.",2023-11-17 00:00:00,2023-05-30 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Full Date of Birth"""",""""Health Insurance Policy or ID Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: INTERNATIONAL PAPER CO,,0,
1283699,2009-09-03,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,PHYS,False,0,False,"The New Hampshire Attorney General's Office reported a data breach involving T-Mobile USA, Inc. on September 3, 2009. The breach potentially exposed the names, addresses, and Social Security numbers of 169 residents of New Hampshire. The individuals responsible for the account access have been arrested and are being prosecuted by the U.S. Department of Justice.",2009-09-03 00:00:00,2009-09-03 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent | NOTE: pre-5/2013 no US public equity — will fail CRSP naturally,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)"
1283699,2009-10-05,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,PHYS,False,6,False,"On October 5, 2009, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving T-Mobile USA, Inc. that affected 1 resident. The breach compromised electronic records, specifically credit/debit numbers.",2009-10-05 00:00:00,2009-10-05 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""CreditDebitNumbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent | NOTE: pre-5/2013 no US public equity — will fail CRSP naturally,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)"
1283699,2009-10-08,T-Mobile,T-Mobile,1,HACK,False,490,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving T-Mobile on October 8, 2009, affecting 490 residents. Compromised information includes electronic records containing Social Security Numbers (SSN).",2009-10-08 00:00:00,2009-10-08 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent | NOTE: pre-5/2013 no US public equity — will fail CRSP naturally,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)"
1283699,2011-10-21,T-Mobile USA Inc.,T-Mobile USA Inc.,1,PHYS,False,1,False,"On October 21, 2011, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving T-Mobile USA Inc., affecting 1 resident. The breach involved the exposure of electronic records, specifically a Social Security Number (SSN).",2011-10-21 00:00:00,2011-10-21 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent | NOTE: pre-5/2013 no US public equity — will fail CRSP naturally,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)"
1283699,2012-05-08,T-Mobile,T-Mobile,1,HACK,False,2,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving T-Mobile on May 8, 2012, affecting 1 resident. The compromised information type includes Social Security Numbers (SSN), while the specific breach method and occurrence date are undefined.",2012-05-08 00:00:00,2012-05-08 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent | NOTE: pre-5/2013 no US public equity — will fail CRSP naturally,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)"
1283699,2012-08-28,T-Mobile,T-Mobile,1,HACK,False,1,False,"On August 28, 2012, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving T-Mobile, affecting 1 resident. The breach involved electronic records, specifically compromising credit and debit numbers.",2012-08-28 00:00:00,2012-08-28 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card numbers"""",""""Debit card numbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent | NOTE: pre-5/2013 no US public equity — will fail CRSP naturally,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)"
1283699,2013-11-01,T-Mobile,T-Mobile,1,HACK,False,1,False,"The Maine Office of the Attorney General reported a data breach involving T-Mobile on December 31, 2013. The breach was discovered in November 2013 and affected 15 residents, compromising their names, addresses, Social Security Numbers (SSN), and/or driver's license numbers.",2013-12-31 00:00:00,2013-11-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""name"""",""""address"""",""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)"
