org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,Map,legacy_cik,sic,naics,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,resolved_cik,grade,method,evidence
TALX Corporation,2017-05-15 00:00:00,2016-01-01,2017-03-29 00:00:00,"On May 15, 2017, the Iowa Attorney General's Office reported a data breach involving TALX Corporation, a subsidiary of Equifax Inc. The breach, discovered on February 1, 2017, involved unauthorized access to accounts of Allegis Group employees, potentially affecting personal information of 613 Iowa residents, including names, addresses, Social Security numbers, and payroll information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Date of birth"""",""""Social Security number"""",""""Employee identification number"""",""""Email address"""",""""Phone number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Gender"""",""""Marital status""""]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Wage information"""",""""Direct deposit information"""",""""Earnings information""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee identification number""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,613,HACK,RTX,101829,3400,511210,TALX Corporation,0,0,0,0,917524.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: TALX CORP
TALX Corporation,2017-05-15 00:00:00,2016-01-04,2017-03-29 00:00:00,"On May 15, 2017, the Washington State Office of the Attorney General reported a data breach involving TALX Corporation that occurred between January 4, 2016, and March 29, 2017. The breach, identified on April 24, 2017, involved a cyberattack impacting 1,467 residents, exposing names, Social Security numbers, financial and banking information, and full dates of birth.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number"""",""""Full Date of Birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Financial & Banking Information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,9999,HACK,RTX,101829,3400,511210,TALX Corporation,0,0,0,0,917524.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: TALX CORP
TALX Corporation,2017-05-23 00:00:00,2016-01-04,2017-03-29 00:00:00,"The Oregon Department of Justice reported that TALX Corporation, a subsidiary of Equifax, Inc., experienced a data breach affecting 40,645 individuals. The breach occurred between January 4, 2016, and March 29, 2017, with the breach discovered on April 24, 2017, and notification sent on May 11, 2017.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,40645,HACK,RTX,101829,3400,511210,TALX Corporation,0,0,0,0,917524.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: TALX CORP
"TDC Financial, Inc.",2024-10-08 00:00:00,2024-01-21,2024-02-08 00:00:00,"The New Hampshire Department of Justice reported a data breach involving TDC Financial, Inc. on October 8, 2024. The breach, discovered on or about February 8, 2024, involved unauthorized access by an actor to the company's systems, affecting the personal information of one New Hampshire resident.","{""""Encryption Status"""":""""Encrypted but possibly susceptible to decryption"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,1,HACK,PNC,713676,6200,511210,"TDC Financial, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Tedder Industries, LLC",2024-11-26 00:00:00,2024-08-07,2024-08-07 00:00:00,"The New Hampshire Department of Justice reported a data breach involving Tedder Industries, LLC on November 26, 2024. The breach occurred on August 7, 2024, when an unauthorized actor gained access to Tedder's computer systems, potentially affecting the personal information of one New Hampshire resident. The specific types of information compromised and the exact number of individuals affected remain unknown.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,1,HACK,CF,1324404,1000,511210,"Tedder Industries, LLC",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Boeing Company,2017-02-09 00:00:00,2016-11-21,2017-01-09 00:00:00,"The New Hampshire Attorney General reported a data breach involving The Boeing Company on February 9, 2017. The breach, discovered on January 9, 2017, involved an employee inadvertently sending personal information of approximately 36,000 employees to his non-Boeing spouse on November 21, 2016. Four residents of New Hampshire were specifically affected, with the compromised data including names, social security numbers, and dates of birth.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First name"""",""""Last name"""",""""Place of birth"""",""""Employee ID (BEMSID)""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee ID (BEMSID)"""",""""Accounting department codes""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social security number"""",""""Date of birth""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,36000,INSD,BA,12927,3400,511210,The Boeing Company,0,0,0,0,12927.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: BOEING CO
The Delta Companies,2024-12-27 00:00:00,2024-09-06,2024-10-10 00:00:00,"The Maine Office of the Attorney General reported a data security incident involving The Delta Companies on December 27, 2024. The breach occurred between September 6 and October 10, 2024, potentially affecting 13 individuals, including personal information such as names, dates of birth, and driver's license or state ID numbers. The Delta Companies offered identity theft protection services through Experian for 12 months.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Date of birth"""",""""Driver's license or state ID number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license or state ID number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,13,HACK,DAL,27904,3400,511210,The Delta Companies,0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Est̩e Lauder Companies Inc.,2023-10-19 00:00:00,2023-05-01,2023-06-01 00:00:00,"The Maine Office of the Attorney General reported a data breach involving The Est̩e Lauder Companies Inc. on October 19, 2023. The breach occurred between May 30 and June 1, 2023, due to an external system breach affecting files transferred through Progress Software's MOVEit Transfer, compromising the driver's license number and Social Security number of 3 individuals, including 1 resident of Maine.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Driver's license number"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,3,HACK,EL,1001250,2000,511210,The Est̩e Lauder Companies Inc.,0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Est̩e Lauder Companies Inc.,2023-10-18 00:00:00,2023-05-30,2023-06-01 00:00:00,"The Washington State Office of the Attorney General reported a data breach involving The Est̩e Lauder Companies Inc. on October 18, 2023. The breach was discovered on May 31, 2023, and involved unauthorized access via the MOVEit Transfer solution, affecting approximately 1,453 Washington residents whose personal information, including names, email addresses, postal addresses, and dates of birth, was compromised.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""E-mail address"""",""""Postal address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full Date of Birth""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1453,HACK,EL,1001250,2000,511210,The Est̩e Lauder Companies Inc.,0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Est̩e Lauder Companies Inc.,2023-08-31 00:00:00,2023-07-11,2023-08-20 00:00:00,"The Washington State Office of the Attorney General reported that The Est̩e Lauder Companies Inc. experienced a cyberattack on July 11, 2023, affecting approximately 150,535 Washington residents. The breach involved unauthorized access to personal information, including names, dates of birth, email addresses, and passwords, with the notification made on August 31, 2023.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Corporate email addresses"""",""""Work phone numbers"""",""""Employee ID numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Demographic information""""]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Products purchased and recommended"""",""""Date and location of purchase or services""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Work locations"""",""""Roles (employee or consultant)"""",""""Managers and direct reports"""",""""Dates of last password change or login""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Clear-text Company system passwords"""",""""Hashed Company system passwords""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,150511,HACK,EL,1001250,2000,511210,The Est̩e Lauder Companies Inc.,0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Hershey Company,2023-12-07 00:00:00,2023-09-03,2023-09-04 00:00:00,"The New Hampshire Department of Justice reported a data breach involving The Hershey Company on December 7, 2023. The breach occurred on September 3, 2023, when unauthorized access was gained to certain email accounts, potentially affecting around 1 New Hampshire resident's personal information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First and last name"""",""""Date of birth"""",""""Address and contact information"""",""""Driver's license number"""",""""Digital signature""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Health and medical information"""",""""Health insurance information"""",""""Driver's license number"""",""""Credit card number with passcode or security code"""",""""Credentials for online accounts and financial accounts including routing numbers""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Digital signature"""",""""Address and contact information"""",""""Date of birth"""",""""Driver's license number"""",""""Credit card number with passcode or security code""""]}}}",BSO,1,HACK,HSY,47111,2000,511210,The Hershey Company,0,0,0,0,47111.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: HERSHEY CO
The Home Depot,2014-03-14 00:00:00,2014-02-10,2014-03-11 00:00:00,"The New Hampshire Attorney General's Office reported on March 14, 2014, that The Home Depot experienced a data incident involving the misuse of employee information by three terminated HR employees. A total of 117 Virginia residents were affected, with notifications sent on March 11, 2014.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Contact information"""",""""Social Security number"""",""""Driver's license number"""",""""Financial account numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Financial account numbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,117,INSD,HD,354950,5000,511210,The Home Depot,0,0,0,0,354950.0,VERIFIED,EXACT_UNAMBIGUOUS,EDGAR name: HOME DEPOT INC
"The iRemedy Healthcare Companies, Inc.",2018-07-09 00:00:00,2017-10-01,2018-05,"The New Hampshire Attorney General's Office reported a data breach involving iRemedy Healthcare Companies, Inc. on July 9, 2018. The breach may have involved unauthorized access to credit card information of two New Hampshire residents between October 2017 and May 2018.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card information""""]}}}",BSO,2,HACK,GEHC,1932393,2834,511210,"The iRemedy Healthcare Companies, Inc.",0,0,0,0,1691249.0,VERIFIED,EXACT_UNAMBIGUOUS,"EDGAR name: IREMEDY HEALTHCARE COMPANIES, INC."
The J.M. Smucker Company,2010-04-29 00:00:00,2010-04-05,2010-04-05 00:00:00,"On April 29, 2010, the New Hampshire Department of Justice reported a data breach involving J.M. Smucker Company that exposed personal information of approximately 5,976 employees and their dependents. The breach was due to an unauthorized data transfer via email by a Smucker employee to a relative for technical assistance, which included sensitive employee information such as Social Security numbers and addresses.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""employee identification number"""",""""last name"""",""""first name"""",""""middle initial"""",""""Smucker e-mail address"""",""""home address"""",""""social security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""hire date"""",""""year-to-date taxable income"""",""""year-to-date supplemental wages""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""social security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""home address""""]}}}",BSO,5976,DISC,SJM,91419,2000,511210,The J.M. Smucker Company,0,0,0,0,,AMBIGUOUS,EXACT_AMBIGUOUS,"Candidates: 91419 (J M SMUCKER CO, SJM) | 1532058 (J.M. SMUCKER LLC) | 1553211 (J.M. SMUCKER CO) || legacy ticker: SJM"
"The Mosaic Tile Company of Virginia, Inc.",2019-04-08 00:00:00,2019-02-06,2019-03-11 00:00:00,"The New Hampshire Department of Justice reported a data breach involving The Mosaic Tile Company of Virginia, Inc. on April 8, 2019. The breach, discovered on February 6, 2019, involved unauthorized access to an employee's email account through a suspected phishing attack, affecting the personal information of one New Hampshire resident, including their name, Social Security number, and driver's license number.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,MOS,1285785,1000,511210,"The Mosaic Tile Company of Virginia, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Walt Disney Company,2008-07-29 00:00:00,2008-07-29,2008-07-29 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported on July 29, 2008, that The Walt Disney Company experienced a data breach affecting 33,366 residents. The breach involved electronic records containing Social Security Numbers (SSN) and account numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Account Number""""]}}}",BSO,7642177,HACK,DIS,1744489,7812,512110,disney,3,0,0,0,,AMBIGUOUS,EXACT_AMBIGUOUS,"Candidates: 926480 (WALT DISNEY CO) | 1001039 (DC HOLDCO INC) | 1744489 (TWDC HOLDCO 613 CORP, DIS) || legacy ticker: DIS"
