final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence,car_5d,car_30d,bhar_5d,bhar_30d,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,permno,matched_ticker,permno_match,has_crsp_data,firm_size_log,leverage,roa,op_margin,prior_breaches_total,prior_breaches_1yr,disclosure_delay_days,delay_invalid,delay_recoded,immediate_disclosure,health_breach,executive_change_30d,executive_change_90d,executive_change_180d,days_to_first_item_5_02,bdt,rdt,e2_pre_sd,e2_post_sd,e2_vol_change,e2_anchor_year,e2_n_pre,e2_n_post,e2_anchor_found,sich,sic2,prior_records_oldstyle,delay_w,prior_events,size_q,year,garch_dv
1283699,2021-01-18,T-Mobile,"T-Mobile | T-Mobile US, Inc.",2,PORT,False,118290,True,"The Maryland Office of the Attorney General reported a data breach involving T-Mobile USA, Inc. on February 9, 2021. The breach occurred starting on January 18, 2021, affecting 421 customers, including 11 individuals in Maryland, and potentially compromising full names, addresses, email addresses, social security numbers, account numbers, driver's license numbers, personal identification numbers (PINs), security questions and answers, dates of birth, plan information, and the number of lines subscribed.",2021-02-09 00:00:00,2021-01-18 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Address"""",""""Email address"""",""""Social Security number"""",""""Account number"""",""""Driver's license number"""",""""Customer account personal identification number (PIN)"""",""""Account security questions and answers"""",""""Date of birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Plan information"""",""""Number of lines subscribed""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Customer account personal identification number (PIN)"""",""""Account security questions and answers"""",""""Date of birth""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",1.4741,-7.7084,1.4718,-7.9639,21.3324,35.353,1665399.78,1940520.6,14.0206,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,21,4,22.0,0,0,0.0,0,0,1,1,51.0,2021-01-18,2021-02-09,2.335868,1.854078,-0.48179000000000016,2021.0,21,21,True,4812.0,48,33,22.0,21.0,Q4 (largest),2021,-0.08854165264557912
1283699,2021-02-12,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,INSD,False,2,False,"On March 16, 2021, the New Hampshire Office of the Attorney General reported a data breach involving T-Mobile USA, Inc. The breach occurred on February 12, 2021, when a T-Mobile representative accessed the personal information of one New Hampshire resident without authorization, including full name, address, email address, account number, last four digits of SSN, date of birth, and driver's license details. T-Mobile has offered two years of free credit monitoring to the affected individual.",2021-03-16 00:00:00,2021-02-12 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Address"""",""""Email address"""",""""Account number"""",""""Last 4 of SSN"""",""""Date of birth"""",""""Driver's license number/state and expiration date""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Last 4 of SSN"""",""""Driver's license number/state and expiration date""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-4.0591,0.36,-3.9857,0.1403,34.6223,30.0895,1773286.78,1896051.41,-4.5328,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,22,5,32.0,0,0,0.0,0,1,1,1,26.0,2021-02-12,2021-03-16,1.82673,1.182856,-0.6438740000000001,2021.0,21,21,True,4812.0,48,35,32.0,22.0,Q4 (largest),2021,-0.2974657530531619
1283699,2021-02-20,T-Mobile,T-Mobile,1,PORT,False,1,False,"The Indiana Office of the Attorney General reported a data breach involving T-Mobile on March 31, 2021. The breach occurred on February 20, 2021, affecting a total of 65 individuals, including 1 resident.",2021-03-31 00:00:00,2021-02-20 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",0.2722,4.2088,0.2508,4.1463,34.7339,29.2045,1793150.42,1956237.47,-5.5294,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,23,6,39.0,0,0,0.0,0,1,1,1,18.0,2021-02-20,2021-03-31,1.835055,1.575515,-0.2595400000000001,2021.0,21,21,True,4812.0,48,36,39.0,23.0,Q4 (largest),2021,-0.20760210012132507
1283699,2021-03-01,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,HACK,False,76600000,False,"The California Office of the Attorney General reported on August 25, 2021, that T-Mobile USA experienced a data breach on July 22, 2021, involving the unauthorized access of personal customer information. The breach potentially affected data such as names, drivers’ licenses, Social Security numbers, and dates of birth among others, although specific number of individuals impacted is unknown.",2021-08-16 00:00:00,2021-08-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""names"""",""""drivers’ licenses"""",""""government identification numbers"""",""""Social Security numbers"""",""""dates of birth"""",""""addresses"""",""""phone number(s)""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers"""",""""drivers’ licenses"""",""""government identification numbers""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""addresses"""",""""phone number(s)""""]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",6.3901,2.1371,6.3954,2.0399,32.4316,27.9359,2190813.33,1648877.35,-4.4957,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,24,7,168.0,0,0,0.0,0,1,1,1,9.0,2021-03-01,2021-08-16,0.918924,0.88303,-0.03589399999999998,2021.0,21,21,True,4812.0,48,37,168.0,24.0,Q4 (largest),2021,0.07707337937757397
1283699,2021-03-31,T-Mobile,T-Mobile,1,HACK,False,621,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving T-Mobile on March 31, 2021. The breach affected 1 resident and compromised electronic records, specifically drivers' licenses.",2021-03-31 00:00:00,2021-03-31 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""DriversLicenses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",0.9016,7.8036,0.8863,8.034,27.5252,18.2097,1891892.02,773046.27,-9.3155,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,25,8,0.0,0,0,1.0,0,1,1,1,12.0,2021-03-31,2021-03-31,1.835055,1.575515,-0.2595400000000001,2021.0,21,21,True,4812.0,48,38,0.0,25.0,Q4 (largest),2021,-0.20760210012132507
1283699,2021-08-13,"T-Mobile USA, Inc.","T-Mobile USA, Inc.",1,HACK,False,213487,False,"The Wisconsin Department of Justice reported that T-Mobile USA, Inc. experienced a data breach on August 13, 2021, affecting approximately 53.7 million individuals, including current, former, and prospective customers. Compromised information includes names, drivers' licenses, government identification numbers, Social Security numbers, dates of birth, phone numbers, IMEI and IMSI information, addresses, and T-Mobile account PINs.",2021-08-16 00:00:00,2021-08-13 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Drivers' licenses"""",""""Government identification numbers"""",""""Social Security numbers"""",""""Dates of birth"""",""""Phone numbers"""",""""IMEI information"""",""""IMSI information"""",""""Addresses"""",""""T-Mobile account PINs""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers"""",""""Drivers' licenses"""",""""Government identification numbers"""",""""T-Mobile account PINs""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Phone numbers"""",""""Addresses""""]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-0.9129,-12.2988,-0.9369,-11.721,13.4957,15.5878,1486063.39,1682109.66,2.0921,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,26,7,3.0,0,0,1.0,0,0,1,1,34.0,2021-08-13,2021-08-16,0.918924,0.88303,-0.03589399999999998,2021.0,21,21,True,4812.0,48,39,3.0,26.0,Q4 (largest),2021,0.07707337937757397
1283699,2021-08-17,T-Mobile USA,"T-Mobile USA | T-Mobile USA, Inc.",4,HACK,False,116079,True,"The Maryland Office of the Attorney General reported on August 19, 2021, that T-Mobile USA experienced a data breach on August 17, 2021, involving unauthorized access to unencrypted personal information. The breach affected personal information such as names, driver's license numbers, phone numbers, addresses, government identification numbers, Social Security numbers, dates of birth, and T-Mobile account PINs, although no Maryland residents were reported affected.",2021-08-19 00:00:00,2021-08-17 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Drivers' license numbers"""",""""Phone numbers"""",""""Addresses"""",""""Government identification numbers"""",""""Social Security numbers"""",""""Dates of birth"""",""""T-Mobile account PINs""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers"""",""""Drivers' license numbers"""",""""Government identification numbers"""",""""T-Mobile account PINs""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Phone numbers"""",""""Addresses""""]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,"CAMPAIGN CH-29: 2 firm-day events collapsed [2021-08-17, 2021-08-18] (Gate 2 signed; record-count gaps not a distinctness signal)",1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",0.809,-7.238,0.8252,-6.9494,15.6572,14.1491,1548521.71,2033443.25,-1.5081,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,27,8,2.0,0,0,1.0,0,1,1,1,30.0,2021-08-17,2021-08-19,0.905025,1.207818,0.3027930000000001,2021.0,21,21,True,4812.0,48,40,2.0,27.0,Q4 (largest),2021,0.11124653882181934
1283699,2021-08-26,T-Mobile USA,T-Mobile USA,1,HACK,False,383,False,"On August 26, 2021, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving T-Mobile USA, affecting 1,044,774 residents. The breach involved the exposure of electronic records, including Social Security Numbers (SSN) and driver's licenses.",2021-08-26 00:00:00,2021-08-26 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-3.9341,-12.2246,-3.9221,-11.3809,16.097,19.2286,1405176.39,2146944.33,3.1316,91937.0,TMUS,window,1,12.2069,0.6735,0.0153,0.3447,28,9,0.0,0,0,1.0,0,1,1,1,21.0,2021-08-26,2021-08-26,0.858204,1.236142,0.3779380000000001,2021.0,21,21,True,4812.0,48,44,0.0,28.0,Q4 (largest),2021,0.15355908275956454
1283699,2022-03-08,T-Mobile,T-Mobile,1,PHYS,False,1,False,"On March 8, 2022, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving T-Mobile that affected 1 resident. The breach involved compromised paper records, specifically credit/debit numbers.",2022-03-08 00:00:00,2022-03-08 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""CreditDebitNumbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",2.0237,2.3183,2.0528,2.438,38.082,19.7132,2452509.61,1293650.09,-18.3688,91937.0,TMUS,window,1,12.2384,0.6655,0.0146,0.3293,29,4,0.0,0,0,1.0,0,0,1,1,45.0,2022-03-08,2022-03-08,2.518811,1.136456,-1.382355,2022.0,21,21,True,4812.0,48,45,0.0,29.0,Q4 (largest),2022,-0.8835063108955914
1283699,2022-11-25,T-Mobile USA,T-Mobile | T-Mobile USA,3,HACK,False,37000000,True,"The Wisconsin Department of Justice reported a data breach affecting T-Mobile on January 19, 2023. The breach occurred on November 25, 2022, affecting a total of 37 million individuals, with specific details about residents affected remaining unknown. The compromised information included names, billing addresses, email addresses, phone numbers, birth dates, T-Mobile account numbers, and types of service customers receive.",2023-01-19 00:00:00,2023-01-05 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Billing addresses"""",""""E-mail addresses"""",""""Phone numbers"""",""""Birth dates"""",""""T-Mobile account numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Type of service customers receive""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",0.2339,1.7845,0.2648,1.7122,27.6507,19.8227,2118928.11,3024442.05,-7.828,91937.0,TMUS,window,1,12.2384,0.6655,0.0146,0.3293,30,1,55.0,0,0,0.0,0,0,1,1,70.0,2022-11-25,2023-01-19,1.284869,1.305846,0.020977000000000023,2023.0,21,21,True,4812.0,48,46,55.0,30.0,Q4 (largest),2023,-0.015260558308847205
1283699,2023-02-01,"T-Mobile USA, Inc.","T-Mobile USA, Inc. | T-Mobile, USA",3,HACK,False,836,True,"The Maryland Office of the Attorney General reported on April 28, 2023, that T-Mobile USA, Inc. experienced unauthorized access to customer accounts between late February and March 2023, affecting 16 Maryland residents out of a total of 836 impacted customers. The compromised information included names, contact information, T-Mobile account PINs, social security numbers, government IDs, dates of birth, and other internal codes.",2023-04-28 00:00:00,2023-03-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Contact information"""",""""Account number"""",""""Associated phone numbers"""",""""T-Mobile account PIN"""",""""Social Security number"""",""""Driver's license number or Non-Driver Identification Card Number"""",""""Date of birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Balance due"""",""""Internal codes that T-Mobile uses to service customer accounts (for example, rate plan and feature codes)"""",""""Number of lines""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number or Non-Driver Identification Card Number"""",""""T-Mobile account PIN""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-C: TMUS public parent,,1,"Clause (a) adjudicated 8/4: active open registry record ""T-Mobile USA, Inc.- CONSOLIDATED"" (499ID 822060, dba T-Mobile, start 1997, no end) — the ""- CONSOLIDATED"" suffix defeats exact matching for USA/US name variants (Cricket precedent, family-wide)",-4.4918,-1.4896,-4.4681,-1.4895,18.7983,19.3351,1787357.47,1209971.91,0.5368,91937.0,TMUS,window,1,12.2612,0.6704,0.0123,0.3366,31,2,86.0,0,0,0.0,0,1,1,1,2.0,2023-02-01,2023-04-28,0.846341,1.79418,0.9478390000000001,2023.0,21,21,True,4812.0,48,49,86.0,31.0,Q4 (largest),2023,-0.014758262155115887
