accession,section_text
0000831259-22-000006,"of Form 8-K, Freeport-McMoRan Inc. (FCX) is filing this Amendment No. 1 on Form 8-K/A to amend and supplement its Current Report on Form 8-K, originally filed with the Securities and Exchange Commission on December 10, 2021 (the Original Filing) regarding the appointment of Hugh Grant to FCX’s Board of Directors (the Board). At the time of the Original Filing, the Board had not made a determination regarding committee assignments for Mr. Grant. FCX is hereby disclosing Mr. Grant’s committee assignment. Other than the additional disclosure provided herein, no other disclosure reported in the Original Filing is amended pursuant to this amendment. On February 7, 2022, the Board appointed Mr. Grant to serve on the Compensation Committee of the Board effective February 8, 2022."
0000831259-22-000015,"(b) and (c) On March 9, 2022, Freeport-McMoRan Inc. (FCX) announced the planned retirement of C. Donald “Don” Whitmire, Jr. as Vice President and Controller. Following a 33-year career with FCX, Don Whitmire (age 65) has elected to retire effective June 30, 2022. Ellie Mikes is expected to be appointed Vice President and Chief Accounting Officer upon Mr. Whitmire's retirement. Ms. Mikes (age 44) has 19 years of experience with the FCX organization in various Financial Reporting and Treasury functions . She currently serves as Assistant Treasurer, a position she has held since 2019, and previously served as Director – Financial Reporting and Technical Accounting Research from 2011 to 2019. Ms. Mikes’ appointment is not pursuant to any arrangement or understanding with respect to any other person. There are no family relationships between Ms. Mikes and any director, executive officer or other person that would require disclosure under Item 401(d) of Regulation S-K under the Securities Act of 1933 (“Regulation S-K”). FCX is not aware of any transactions involving Ms. Mikes or a related person that would require disclosure under Item 404(a) of Regulation S-K."
0000831259-23-000007,"On February 7, 2023, the Board of Directors (the “Board”) of Freeport-McMoRan Inc. (“FCX”), upon the recommendation of the Governance Committee of the Board, increased the size of the Board and appointed Kathleen L. Quirk, FCX’s President, to serve as a director of FCX, effective immediately. Ms. Quirk will serve as a director until FCX’s 2023 annual meeting of stockholders and until her successor is duly elected and qualified. There is no arrangement or understanding between Ms. Quirk and any other person pursuant to which she was appointed as a director. There are no transactions in which Ms. Quirk has an interest requiring disclosure under Item 404(a) of Regulation S-K. Ms. Quirk will serve as a non-independent member of the Board, and the Board does not expect to appoint Ms. Quirk as a member of any of its standing committees. FCX’s Board is now comprised of twelve members, including ten independent directors. Ms. Quirk will not receive any additional compensation as a result of her appointment to the Board. FCX issued a press release dated February 7, 2023, announcing the appointment of Ms. Quirk to its Board, a copy of which is attached hereto as Exhibit 99.1 and is incorporated by reference into this Item 5.02."
0000831259-24-000005,"Other Events. (b), (c) and (e) On February 6, 2024, Freeport-McMoRan Inc. (FCX) announced that Kathleen L. Quirk, FCX’s President, will assume the additional role of Chief Executive Officer (CEO) effective as of FCX’s 2024 annual meeting of stockholders on June 11, 2024 (such annual meeting date being the Transition Date), succeeding Richard C. Adkerson in this role. As of the Transition Date, Mr. Adkerson will continue serving on FCX’s Board of Directors (Board) as Chairman of the Board and will continue to serve as an executive officer of FCX. Ms. Quirk (age 60) has served as FCX’s President since February 2021 and as a director of the Board since February 2023. Ms. Quirk previously served as Chief Financial Officer from December 2003 to March 2022, Executive Vice President from March 2007 to February 2021, Senior Vice President from December 2003 to March 2007, and Treasurer from February 2000 to August 2018. Ms. Quirk also serves on the Board of Directors of Vulcan Materials Company. Ms. Quirk’s appointment is not pursuant to any arrangement or understanding with respect to any other person. There are no family relationships between Ms. Quirk and any director, executive officer or other person that would require disclosure under Item 401(d) of Regulation S-K. There are no transactions in which Ms. Quirk has an interest requiring disclosure under Item 404(a) of Regulation S-K. On February 6, 2024, the Compensation Committee of the Board approved future adjustments to the compensation of Mr. Adkerson and Ms. Quirk in connection with the leadership transition described above. As of the Transition Date, Mr. Adkerson’s annual base salary will be decreased to $1.2 million and Ms. Quirk’s annual base salary will be increased to $1.4 million. Mr. Adkerson and Ms. Quirk will also continue to participate in FCX’s annual incentive program (AIP) subject to the following changes: with respect to the 2024 AIP, Mr. Adkerson’s target award will be decreased from 175% to 100% of base salary and Ms. Quirk’s target award will remain 150% of base salary, with such target percentages applied to the executives’ new base salaries as of the Transition Date through the remainder of the year and with the actual payouts based on FCX’s performance relative to pre-established goals. Mr. Adkerson and Ms. Quirk will also continue to participate in the long-term incentive program and Ms. Quirk will receive a long term incentive award with a target value of $1.825 million on the Transition Date to reflect an increase in her target long-term incentive value as CEO. Approximately 70% of their targeted compensation is expected to be performance-based. FCX’s executive compensation program is more fully described in FCX’s Definitive Proxy Statement on Schedule 14A filed with the Securities and Exchange Commission on April 21, 2023, under the heading “Executive Officer Compensation”. FCX issued a press release dated February 6, 2024, announcing the leadership transition described above, a copy of which is attached hereto as Exhibit 99.1."
0001193125-11-043592,"On February 21, 2011, the Board of Directors of Cisco Systems, Inc. (“Cisco”) appointed Gary B. Moore as Chief Operating Officer of Cisco. In connection with Mr. Moore’s appointment, it is expected that he will be granted restricted stock units at a future meeting of the Compensation and Management Development Committee of the Board of Directors. That award will be subject to the standard terms and conditions of Cisco’s form of restricted stock unit agreement. Prior to his new appointment, Mr. Moore, 61, served as Executive Vice President, Cisco Services. Mr. Moore joined Cisco in October 2001 as Senior Vice President, Advanced Services. In August 2007, he also assumed responsibility as co-lead of Cisco Services. In May 2010, he was promoted to Executive Vice President, Cisco Services. Immediately before joining Cisco, Mr. Moore served for approximately two years as chief executive officer of Netigy Corporation, a network consulting company. Prior to that, he was employed by Electronic Data Systems where he held a number of executive positions."
0001193125-11-067985,"On March 15, 2011, in accordance with the requirements of his appointment as President & Chief Executive Officer of the National Cable & Telecommunications Association (NCTA), Michael K. Powell notified the Company of his decision to resign from the Company’s Board of Directors effective April 1, 2011."
0001193125-11-073802,"to report the appointment of Gary B. Moore as Chief Operating Officer of Cisco. Pursuant to instruction no. 2 of the Instructions to Item 5.02, Cisco is filing this Form 8-K/A as an amendment (Amendment No. 1) to the aforementioned Form 8-K to disclose details of the equity award that was expected to be granted to Mr. Moore in connection with such appointment but were not determined at the time of the required filing. On March 17, 2011, in connection with Mr. Moore’s appointment as Chief Operating Officer of Cisco, the Compensation and Management Development Committee of the Board of Directors granted Mr. Moore 200,000 restricted stock units. The award is subject to the standard terms and conditions of Cisco’s form of restricted stock unit agreement."
0001193125-11-252379,"Compensatory Arrangements of Certain Officers On September 16, 2011, Cisco Systems, Inc. (“Cisco”) entered into an amended and restated International Assignment Agreement (the “Amended and Restated International Assignment Agreement”) with Wim Elfrink, Cisco’s Executive Vice President, Emerging Solutions and Chief Globalisation Officer, in connection with his relocation and reassignment from Bangalore, India to San Jose, California. Mr. Elfrink is a citizen of the Netherlands. This Amended and Restated International Assignment Agreement supersedes and replaces Mr. Elfrink’s previous amended and restated international assignment agreement dated February 15, 2010. Under the Amended and Restated International Assignment Agreement it is anticipated that Mr. Elfrink’s international assignment will continue for up to two years from July 31, 2011, the effective date of Mr. Elfrink’s international assignment to San Jose, California. Mr. Elfrink will continue to receive an annual base salary of EUR 592,772 (USD 853,651 as of July 31, 2011) and will continue to be eligible to participate in Cisco’s Executive Incentive Plan with a target bonus percentage of 125% of base salary for fiscal 2012. Mr. Elfrink will also be entitled to various allowances and reimbursements in connection with his international assignment including: housing assistance, travel allowances, dependent education reimbursements, automobile assistance, transition assistance, goods and services differential, tax service assistance and tax-equalization benefits. The value of these ongoing allowances and reimbursements including any tax service assistance and tax-equalization benefits is capped at approximately $508,000 for fiscal year 2012 and approximately $536,000 for fiscal year 2013. Cisco is also obligated to provide Mr. Elfrink with relocation assistance for his move back to the Netherlands upon completion of his assignment. As was the case under his prior international assignment agreement, if Cisco is unable to offer Mr. Elfrink a comparable position after the completion of his international assignment, Cisco is obligated to pay Mr. Elfrink severance equal to 225% of his then current annual salary. The foregoing description of the Amended and Restated International Assignment Agreement is qualified in its entirety by reference to the Amended and Restated International Assignment Agreement, a copy of which is filed as Exhibit 10.1."
0001193125-11-335127,"Amendment and Restatement of the 2005 Stock Incentive Plan At the Annual Meeting of Shareholders of Cisco Systems, Inc. (“Cisco”) held on December 7, 2011, Cisco’s shareholders approved the amendment and restatement of the Cisco Systems, Inc. 2005 Stock Incentive Plan (the “SIP”). The amendment and restatement of the SIP was approved by Cisco’s Board of Directors (the “Board”), subject to the approval of Cisco’s shareholders, and became effective with such shareholder approval on December 7, 2011. As a result of such shareholder approval, the SIP was materially amended and modified as follows: • The SIP will expire on the date of the 2021 annual meeting of shareholders. • Under the SIP, the definition of “Performance Goal” includes the additional performance factors of “total shareholder return,” “operating cash flow” and “operating expense” in accordance with Section 162(m) of the Internal Revenue Code of 1986, as amended. A more complete description of the terms of the SIP and the material amendments and modifications thereto can be found in “Proposal No. 2—Approval of the Amendment and Restatement of the 2005 Stock Incentive Plan” (pages 17 through 25) in Cisco’s definitive proxy statement dated October 11, 2011, and filed with the Securities and Exchange Commission on October 18, 2011, which description is incorporated by reference herein. The foregoing descriptions and the description incorporated by reference from Cisco’s definitive proxy statement are qualified in their entirety by reference to the SIP, a copy of which is filed as Exhibit 10.1 to this report."
0001193125-12-332045,"On August 1, 2012, Cisco Systems, Inc. (“Cisco”) appointed Marc Benioff, Chairman and Chief Executive Officer of salesforce.com, inc., and Kristina M. Johnson, Ph.D., Chief Executive Officer of Enduring Hydro, LLC, to its Board of Directors (the “Board”). It has not yet been determined on which Board committees, if any, Mr. Benioff and Dr. Johnson will serve. In connection with their service as directors, Mr. Benioff and Dr. Johnson will receive Cisco’s standard non-employee director cash and equity compensation. Mr. Benioff and Dr. Johnson will receive a pro rata portion of the $75,000 annual retainer for their service through the remaining portion of the year ending at Cisco’s 2012 annual meeting of shareholders. If appointed to serve on any committees of the Board, they also would receive fees of $2,000 per committee meeting attended. In connection with their appointment, pursuant to the Board’s equity grant policy for non-employee directors, Mr. Benioff and Dr. Johnson will automatically receive an initial non-employee director restricted stock unit award under the 2005 Stock Incentive Plan covering 16,666 shares. Pursuant to this policy, because their appointment occurred during a closed trading window of Cisco, the automatic grant date for the restricted stock units will be the date of the next regularly scheduled meeting of the Compensation & Management Development Committee of the Board during an open trading window of Cisco at which that committee grants equity awards. The shares subject to these restricted stock unit awards will vest in two equal annual installments upon completion of each year of board service measured from the initial appointment date, and vest immediately in full upon certain changes in control or ownership of Cisco or upon their death or disability while a member of the Board. Non-employee directors may elect to defer receipt of the restricted stock units such that, to the extent the restricted stock units are vested, the units would be settled in shares after the non-employee director left the Board. In connection with their appointment, each of Mr. Benioff and Dr. Johnson entered into Cisco’s standard form of director Indemnification Agreement with Cisco. Pursuant to these agreements, subject to the exceptions and limitations provided therein, Cisco has agreed to hold harmless and indemnify Mr. Benioff and Dr. Johnson to the fullest extent authorized by Cisco’s articles of incorporation and California law, and against any and all expenses, judgments, fines and settlement amounts actually and reasonably incurred by them in connection with any threatened, pending or completed action, suit or proceeding arising out of their services as directors. The foregoing description is qualified in its entirety by the full text of the form of Indemnification Agreement, which was filed as Exhibit 10.8 to Cisco’s Form 10-K filed on September 20, 2004 and is incorporated by reference herein."
0001193125-12-396875,"On September 13, 2012, Jerry Yang notified Cisco Systems, Inc. (“Cisco”) and its Board of Directors (the “Board”) of his decision to retire from the Board to more fully pursue new personal and business interests and not to stand for re-election at the 2012 Annual Meeting of Shareholders. Mr. Yang will continue to serve as a director until Cisco’s 2012 Annual Meeting of Shareholders to be held on November 15, 2012. Following Mr. Yang’s notification to Cisco, the Board, upon recommendation by the Nomination and Governance Committee of the Board, has nominated each of the other current directors for election, and each has decided to stand for re-election at the 2012 Annual Meeting of Shareholders. The Board has reduced the size of the Board to thirteen members effective with Mr. Yang’s retirement at the 2012 Annual Meeting of Shareholders."
0001193125-12-415386,"On October 3, 2012, the Board of Directors of Cisco Systems, Inc. (“Cisco”) appointed Robert W. Lloyd as President, Development and Sales of Cisco and Gary B. Moore as President and Chief Operating Officer of Cisco. In connection with these appointments, the Compensation and Management Development Committee of the Board of Directors granted to each of Mr. Lloyd and Mr. Moore (i) 282,500 restricted stock units and (ii) 265,900 target performance restricted stock units (“PRSUs”). The awards are subject to the standard terms and conditions of Cisco’s form of restricted stock unit agreement and PRSU agreement, as applicable. Prior to his new appointment, Mr. Lloyd, 56, had served as Executive Vice President, Worldwide Operations since April 2009. Mr. Lloyd joined Cisco in November 1994 as General Manager of Cisco Canada. In October 1998, he was promoted to Vice President, EMEA (Europe, Middle East and Africa); in February 2001, he was promoted to Senior Vice President, EMEA; and in July 2005, Mr. Lloyd was appointed Senior Vice President, US, Canada and Japan. Mr. Moore, 63, has served as Chief Operating Officer since February 2011. Prior to his new appointment, he served as an Executive Vice President. Mr. Moore joined Cisco in October 2001 as Senior Vice President, Advanced Services. In August 2007, he also assumed responsibility as co-lead of Cisco Services. In May 2010, he was promoted to Executive Vice President, Cisco Services. Immediately before joining Cisco, Mr. Moore served for approximately two years as chief executive officer of Netigy Corporation, a network consulting company. Prior to that, he was employed by Electronic Data Systems where he held a number of executive positions. Certain Transactions with Related Persons A brother of Robert W. Lloyd is employed as a sales executive by IBM in Canada. The provision of services by IBM in connection with Cisco products, and the resale of the related Cisco products, comprised a substantial proportion of the sales for Mr. Lloyd’s brother in fiscal 2012. The amount of the transactions in which Mr. Lloyd’s brother had an interest for fiscal 2012 was under $10 million. Mr. Lloyd had no direct involvement these transactions."
0000950123-08-015831,"(e) Amendment and Restatement of Change in Control Severance Plan . On November 14, 2008, the Compensation Committee of the Board of Directors of Regeneron Pharmaceuticals, Inc. (the “Company”) approved and adopted an amendment and restatement of the Regeneron Pharmaceuticals, Inc. Change in Control Severance Plan that was originally approved and adopted by the Board of Directors on January 20, 2006. The purpose of the amendment and restatement was to bring the Regeneron Pharmaceuticals, Inc. Change of Control Severance Plan (as amended and restated, the “Plan”) into compliance with Section 409A of the Internal Revenue Code of 1986, as amended, and the regulations and other guidance promulgated thereunder (“Section 409A”), which generally applies to non-qualified deferred compensation arrangements and which can apply to severance benefits. The definition of “Good Reason” as set forth in the Plan was amended to more closely conform to the definition set forth in Section 409A. In addition, the Plan was amended to delete the ability of the Company to pay cash in lieu of a participant’s benefit continuation entitlement. Other technical amendments were made to the Plan in order to bring the Plan into compliance with Section 409A. Amendment and Restatement of Schleifer Employment Agreement . On November 14, 2008, the Compensation Committee of the Board of Directors of the Company approved and entered into an amended and restated employment agreement with Dr. Leonard Schleifer, the President and Chief Executive Officer of the Company (the “Employment Agreement”), which amended and restated the Company’s December 20, 2002 employment agreement with Dr. Schleifer. The purpose of the amendment and restatement was to bring the Employment Agreement into compliance with Section 409A. The Employment Agreement effects technical amendments to Dr. Schleifer’s December 20, 2002 employment agreement to bring the Employment Agreement into compliance with Section 409A. The Employment Agreement now provides that severance payments are always to be made in a lump sum rather than over time. If Section 409A requires it, then any severance payments otherwise payable under the Employment Agreement during the six month period immediately following the termination of Dr. Schleifer’s employment will be delayed and paid in a lump sum as soon as practicable following the expiration of such six month period. The Employment Agreement also now does not permit Dr. Schleifer to carry-over certain unused reimbursement rights from year-to-year. The Company has agreed to indemnify Dr. Schleifer in the event that payments under the Employment Agreement are in violation of Section 409A."
0001206774-10-002373,"(d) Election of Directors On November 12, 2010, the Board of Directors of Regeneron Pharmaceuticals, Inc. appointed Ms. Christine A. Poon as a director of Regeneron, effective immediately. Ms. Poon will serve on the Board’s Compensation Committee and Corporate Governance Committee. Ms. Poon currently serves as dean of Ohio State University’s Fisher College of Business. She was formerly Vice Chairman of the Board of Directors of Johnson & Johnson and Worldwide Chairman of the Johnson & Johnson Pharmaceuticals Group. As a Regeneron director, Ms. Poon is entitled to receive an annual cash retainer of $15,000, and an annual fee of $5,000 for each Board committee on which she serves, in each case, to be prorated in 2010. In addition, as a director, she will receive a fee of $5,000 for each regular board meeting attended in person, or, once a year, by telephone or videoconference. Upon her election, Ms. Poon received a grant of stock options to purchase 25,000 shares of Regeneron common stock, having an exercise price of $25.45 per share, the fair market value (average of high and low prices) on the date of grant of November 12, 2010. Thereafter, pursuant to the terms of our Amended and Restated 2000 Long-Term Incentive Plan, she will receive an automatic grant of a stock option to purchase 15,000 shares of Regeneron common stock on the first business day of each year, with an exercise price equal to the fair market value of a share of Regeneron common stock on the date of grant. Both the inaugural stock options and each annual stock option grant vest in three equal installments over three years, subject to continued service on the board, and expire ten years following the date of grant. A copy of the press release announcing Ms. Poon’s appointment is filed as Exhibit 99.1 to this Current Report on Form 8-K."
0000950134-06-016417,". On August 15, 2006, Diane Greene was named to the Board of Directors of Intuit Inc. (“Intuit”) and the number of directors was increased from nine to ten members. Ms. Greene will serve as a member of Intuit’s Audit Committee. A copy of the press release announcing Ms. Greene’s appointment is attached as Exhibit 99.01 to this report."
0000950134-06-019813,"On October 25, 2006, Donna L. Dubinsky informed the Board of Directors of Intuit Inc. that she will not stand for re-election at Intuit’s annual meeting of stockholders on December 15, 2006. Ms. Dubinsky, who has served as a director of Intuit since 1999, indicated that her decision not to stand for re-election was made for personal reasons, which will require her to spend significant time outside the San Francisco Bay area."
0000950134-07-004389,"(e) On February 27, 2007, Intuit Inc. (“Intuit”) entered into a Share Repurchase Agreement (the “Agreement”) with Stephen M. Bennett, Intuit’s President and Chief Executive Officer, pursuant to which Intuit repurchased 5,362 shares of Intuit Common Stock (the “Shares”) from Mr. Bennett at a price of $29.48 per share (which was the closing price per share of Intuit Common Stock on The Nasdaq Stock Market on February 27, 2007), for an aggregate repurchase price of $158,071.76. The entire repurchase price was remitted to federal and state taxing authorities to satisfy Mr. Bennett’s federal, state and Medicare tax withholding obligations resulting from the vesting of 15,000 shares of Intuit Common Stock under his January 2000 new-hire restricted stock awards."
0000950134-07-013237,"On June 11, 2007, Intuit Inc. announced that its Board of Directors has appointed Edward A. Kangas and Suzanne Nora Johnson as directors of Intuit. The appointments will become effective in July 2007, and the number of authorized directors will increase from nine to eleven members at that time. Mr. Kangas is expected to serve as a member of Intuit’s Compensation and Organizational Development Committee and Ms. Nora Johnson is expected to serve as a member of Intuit’s Audit Committee. A copy of the press release announcing these appointments is attached as Exhibit 99.01 to this report."
0000950134-07-013435,"On June 14, 2007, Robert B. (Brad) Henske resigned as Senior Vice President and General Manager of the Consumer Tax Group of Intuit Inc. (“Intuit”). In his place, Intuit has appointed Kiran M. Patel as Senior Vice President and General Manager of the Consumer Tax Group. Mr. Patel will continue to act as Intuit’s Chief Financial Officer until the appointment of a new Chief Financial Officer. Under the terms of a Transition Terms Agreement dated June 14, 2007 (the “Agreement”), Mr. Henske will remain a non-officer employee of Intuit at his regular salary and benefits through August 10, 2007. Intuit has also agreed to provide Mr. Henske certain benefits conditioned upon his transition services and the other terms of the Agreement. These benefits include: (i) a cash payment of $875,000; and (ii) accelerated vesting of 10,388 restricted stock units in accordance with the terms of his restricted stock unit agreement dated August 25, 2006. He will also remain eligible to receive a bonus payment under Intuit’s Senior Executive Incentive Plan for the fiscal year ending July 31, 2007, subject to approval of Intuit’s Compensation and Organizational Development Committee. Mr. Henske’s target bonus for fiscal 2007 is $450,000, and in fiscal 2006, his actual bonus payment was approximately 155% of target. The Agreement becomes irrevocable 7 days following signature of the Agreement by Mr. Henske."
0000950134-07-016170,"Approval of Fiscal Year 2007 Bonus Awards and Fiscal 2008 Base Salaries for Senior Executives Several of the senior executive officers of Intuit Inc. (“Intuit”) are eligible to receive an annual performance incentive payment for the fiscal year ending July 31, 2007 (“Fiscal 2007”) under Intuit’s Senior Executive Incentive Plan (“SEIP”), because the performance goals established by the Compensation and Organizational Development Committee of the Board of Directors (the “Committee”) for Fiscal 2007 were achieved. The senior executives eligible for a bonus under the SEIP are: Stephen M. Bennett, Robert B. Henske, Alexander M. Lintner, Kiran M. Patel, and Brad D. Smith. At meetings held on July 24 and July 25, 2007, the Committee determined the amounts of annual performance bonuses under the SEIP based on the Committee’s review with management of the performance of each of the eligible executive officers. The Committee also approved the annual performance bonuses payable to our other officers and employees, including bonuses for Scott D. Cook, William V. Campbell and Richard William Ihrie, under the Intuit Inc. Performance Incentive Plan (“IPI”) for Fiscal 2007. The Fiscal 2007 bonus amounts were determined by the Committee based on its review with management of the performance of each of these individuals. The Committee also approved the annual base salaries for Intuit’s executive officers for the next fiscal year. The following table sets forth the Fiscal 2007 bonus and the Fiscal 2008 annual base salary approved for each person designated as a “named executive officer” in our 2006 annual proxy statement, and Scott D. Cook and William V. Campbell, members of Intuit's Board of Directors who are also employees. 2007 2008 Annual Name and Current Position Bonus Base Salary Stephen M. Bennett $ 3,250,000 $ 1,100,000 President and Chief Executive Officer William V. Campbell $ 600,000 $ 500,000 Chairman of the Board of Directors Scott D. Cook $ 400,000 $ 500,000 Chairman of the Executive Committee Robert B. (“Brad”) Henske $ 720,000 $ 600,000 Former Senior Vice President, Consumer Tax Group Richard William Ihrie $ 450,000 $ 525,000 Senior Vice President, Small Business Product Development Kiran M. Patel $ 683,000 $ 700,000 Senior Vice President, Consumer Tax Group Acting Chief Financial Officer Brad D. Smith $ 765,000 $ 600,000 Senior Vice President, Small Business Division Funding of 2007 Intuit Inc. Performance Incentive Plan On July 24, 2007, the Committee approved funding for the payment of annual performance bonuses to employees (other than officers eligible to receive bonuses under the SEIP) under the IPI for Fiscal 2007 in Table of Contents the aggregate amount of $101,000,000. A majority of Intuit’s full time employees are eligible for annual performance bonus awards under the IPI for Fiscal 2007. Approval of 2008 Intuit Inc. Performance Incentive Plan On July 24, 2007, the Committee approved the Intuit Inc. Performance Incentive Plan for Fiscal 2008, a discretionary cash bonus plan. The amount of a bonus award under the IPI for fiscal 2008 will be based upon the employee’s bonus target, the employee’s performance during fiscal 2008, and the amount of the aggregate bonus pool that is made available for bonuses for fiscal 2008 based on overall Company performance. A copy of the IPI for fiscal 2008 is attached to this Report as Exhibit 10.01."
0000891618-07-000516,"On August 22, 2007, Intuit announced that on January 1, 2008 Stephen M. Bennett will be stepping down as President and Chief Executive Officer of Intuit, and will continue as a member of Intuit’s Board of Directors. In addition, Intuit’s Board of Directors has appointed Brad D. Smith to become Intuit’s next President and Chief Executive Officer as of January 1, 2008. At that time, Mr. Smith will also become a member of Intuit’s Board of Directors. Mr. Smith will continue as Senior Vice President of Intuit’s Small Business Division through December 31, 2007. Mr. Smith, 43, has been Senior Vice President and General Manager of Intuit’s Small Business Division and QuickBooks Group since May 2005. Previously, he served as Senior Vice President and General Manager of Intuit’s Consumer Tax Group from March 2004 to May 2005, and Vice President and General Manager of Intuit’s Accountant Central and Developer Network from February 2003 to March 2004. Prior to joining Intuit in 2003, Mr. Smith was Senior Vice President of Marketing and Business Development of ADP, a provider of business outsourcing solutions, where he held several executive positions from 1996 to 2003. Intuit and Mr. Bennett entered into a Transition Agreement on August 21, 2007 (the “Agreement”), under which Mr. Bennett has agreed to provide continuing services as a consultant from January 2, 2008 through July 31, 2008 at a monthly consulting fee equal to his current monthly salary of $91,700. In addition, Mr. Bennett will receive an option to purchase 50,000 shares of Intuit common stock and an award of 50,000 restricted stock units, with both awards vesting on July 31, 2008, contingent on his continued service through that date. He is also eligible for a bonus of up to $1,760,000 at the end of fiscal 2008, at the discretion of Intuit’s Compensation and Organizational Development Committee. Finally, Mr. Bennett will receive accelerated vesting of 45,000 outstanding restricted shares and 172,221 restricted stock units under the terms of his existing equity agreements and a payment of $550,000 under his existing employment agreement. The Agreement has been filed as an exhibit to this report on Form 8-K, and becomes irrevocable 7 days from August 21, 2007."
0000950134-07-020924,"In connection with the appointment of Brad D. Smith as Intuit’s President and Chief Executive Officer, effective January 1, 2008, Intuit has entered into an employment agreement with Mr. Smith dated October 1, 2007. Mr. Smith will continue in his role as Senior Vice President of Intuit’s Small Business Division until he transitions to the role of President and Chief Executive Officer on January 1, 2008 (the “Commencement Date”). The material terms of our agreement with Mr. Smith are described below. Salary and Bonus. Mr. Smith will be paid an annual base salary of $800,000. Mr. Smith is also eligible to receive a target annual bonus of 120% of his base salary in accordance with the terms of Intuit’s Senior Executive Incentive Plan. Mr. Smith’s salary increase became effective on October 1, 2007. Nonqualified Stock Option. Mr. Smith will be granted a nonqualified stock option to purchase 260,000 shares of Intuit common stock on the seventh business day of February 2008. The exercise price per share will be equal to the closing price of our common stock on the date of grant and will vest over five years, with 50% of the option shares vesting on the third anniversary of the Commencement Date and the remaining 50% of the option shares vesting on the fifth anniversary of the Commencement Date. The option shares will be subject to the terms of the Intuit Inc. 2005 Equity Incentive Plan. Restricted Stock Units. Mr. Smith will be granted 130,000 restricted stock units of Intuit common stock on the seventh business day of February 2008. The restricted stock units will vest and become issuable to Mr. Smith over four years, with 50% of the restricted stock units vesting on the second anniversary of the Commencement Date and the remaining 50% of the restricted stock units vesting on the fourth anniversary of the Commencement Date. The restricted stock units will be subject to the terms of the Intuit Inc. 2005 Equity Incentive Plan. Separation Benefits. Under certain circumstances related to the termination of Mr. Smith’s employment, and conditioned upon Mr. Smith’s execution of a release and waiver of claims, Mr. Smith will also be entitled to receive certain severance benefits. In the event of Mr. Smith’s termination following a change in control of Intuit, his involuntary termination or termination without cause, all as defined in Mr. Smith’s employment agreement, Mr. Smith will be entitled to (i) a single lump sum severance payment equal to 12 months of his then current annual base salary and 100% of his target bonus for the then current fiscal year; and (ii) immediate pro-rata acceleration of the vesting and exercisability of his promotion stock option and immediate pro-rata vesting and issuance of his promotion restricted stock units. The pro rata acceleration of Mr. Smith’s promotion stock option and restricted stock units will be calculated as described in Mr. Smith’s employment agreement. Other Benefits. Mr. Smith shall also be eligible for certain other benefits, as described in his employment agreement, including reimbursement for a specified amount of his personal financial and legal assistance in 2007 and 2008. The above description is qualified in its entirety by reference to Mr. Smith’s employment agreement which is filed as Exhibit 10.01 to this report on Form 8-K."
0000950134-07-022010,"On October 24, 2007, L. John Doerr informed the Board of Directors of Intuit Inc. that he will not stand for re-election at Intuit’s annual meeting of stockholders on December 14, 2007."
