parent_cik,legal_name,FRN,start,end,type,usf,holding,evidence_named,end_before_start,events_in_sample,event_span
732712,ULTRACELL Communications,0004928412,1997-01-01,2005-12-31,Paging & Messaging,No,,,,10,2008-06-27..2024-02-06
101830,Horizon Personal Communication,0000010215,1997-01-01,1997-01-02,Cellular/PCS/SMR,No,"Horizon PCS, Inc., Horizon Telecom, Inc.",,,9,2009-02-01..2019-06-22
732717,Louisiana RSA No. 8 Limited Partnership,0001837830,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,"Cingular Wireless, LLC",,,24,2008-05-23..2024-04-14
101830,"Louisiana Unwired, LLC",0004547493,1997-01-01,2005-08-15,Cellular/PCS/SMR,No,,,,9,2009-02-01..2019-06-22
732712,Verizon Avenue Corp,0003469442,1997-01-01,2015-11-30,Private Service Provider,No,VERIZON COMMUNICATIONS INC,YES,,10,2008-06-27..2024-02-06
732712,Verizon Avenue Corp.,0001536424,1997-01-01,2015-11-30,Private Service Provider,No,VERIZON AVENUE CORP,,,10,2008-06-27..2024-02-06
732712,"Verizon Avenue, Corp",0001824804,1997-01-01,2015-11-30,Private Service Provider,No,VERIZON COMMUNICATIONS INC,,,10,2008-06-27..2024-02-06
18926,"CenturyTel of the Gem State, Inc.",0001623438,1997-01-01,open,Incumbent Local Exchange Carrier,Yes,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
18926,"CenturyTel of the Midwest - Wisconsin, Inc.",0004547006,1997-01-01,2022-10-03,Incumbent Local Exchange Carrier,No,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
18926,"CenturyTel of the Southwest, Inc.",0001618818,1997-01-01,open,Incumbent Local Exchange Carrier,Yes,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
732712,"Wausau Cellular Telephone Company, LP",0002844389,1997-01-01,2014-12-01,Cellular/PCS/SMR,No,NORTHEAST COMMUNICATIONS OF WISCONSIN INC,,,10,2008-06-27..2024-02-06
18926,"Gallatin River Communications, LLC",0004333779,1997-01-01,2022-10-03,Incumbent Local Exchange Carrier,No,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
732712,"Verizon Wireless Puerto Rico, Inc.",0004283081,1997-01-01,2002-05-01,Cellular/PCS/SMR,No,"Telecommunicaciones de Puerto Rico, Inc.",,,10,2008-06-27..2024-02-06
18926,"Level 3 Communications, LLC",0003723822,1997-01-01,open,Interexchange Carrier (IXC),Yes,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
101830,"SprintCom, Inc.",0002315950,1997-01-01,2015-01-12,Cellular/PCS/SMR,No,Softbank Corp,,,9,2009-02-01..2019-06-22
732717,Hargray Wireless  LLC,0003822194,1997-01-01,2008-12-31,Cellular/PCS/SMR,No,"Cricket Communications, Inc.",,,24,2008-05-23..2024-04-14
1632127,Hargray Wireless  LLC,0003822194,1997-01-01,2008-12-31,Cellular/PCS/SMR,No,"Cricket Communications, Inc.",,,2,2019-03-01..2019-08-08
732712,Verizon Avenue Corp,0001962588,1997-01-01,2015-11-30,Private Service Provider,No,VERIZON COMMUNICATIONS INC,,,10,2008-06-27..2024-02-06
18926,"CenturyTel Long Distance, LLC.",0003749520,1997-01-01,2014-04-01,Interexchange Carrier (IXC),No,"CenturyLink, Inc.",,,5,2013-12-27..2022-03-15
732717,"Orlando CGSA, LLC",0001843929,1997-01-01,2002-01-24,Cellular/PCS/SMR,No,"Cingular Wireless, LLC",,,24,2008-05-23..2024-04-14
732717,"AT&T Broadband Phone of Virginia, Inc.",,1997-01-01,1997-01-01,CAP/LEC,No,AT&T Corporation,,,24,2008-05-23..2024-04-14
732712,Waterloo MSA Limited Partnership,0002844546,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,Northeast Pennsylvania SMSA Limited Partnership,0003250123,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,Dubuque MSA Limited Partnership,0002842599,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,Indiana RSA #2 Partnership,0002837078,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
101830,"Phillie Co., LP",0002317246,1997-01-01,2015-01-12,Cellular/PCS/SMR,No,Softbank Corp.,,,9,2009-02-01..2019-06-22
732717,"BellSouth BSE, Inc.",0003733326,1997-01-01,2004-12-31,CAP/LEC,No,BellSouth Corporation,,,24,2008-05-23..2024-04-14
732717,"Cricket Communications, Inc.",0004321139,1997-01-01,2015-09-30,Cellular/PCS/SMR,No,AT&T INC.,YES,,24,2008-05-23..2024-04-14
1166691,"Comcast Phone of Northern Virginia, Inc.",0003778123,1997-01-01,2012-06-30,CAP/LEC,No,"COMCAST CABLE COMMUNICATIONS, LLC",,,9,2008-01-29..2024-10-04
1166691,"Comcast Phone of Maryland, Inc.",0003778131,1997-01-01,2009-03-31,CAP/LEC,No,"COMCAST CABLE COMMUNICATIONS, LLC",,,9,2008-01-29..2024-10-04
732712,"Baldwin Cellcom, Inc.",0004321543,1997-01-01,2007-06-21,Toll Reseller,No,"Baldwin Telecom, Inc.",,,10,2008-06-27..2024-02-06
732712,"Bell Atlantic Mobile of Massachusetts, Inc.",,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
1632127,"Delta Communications, LLC",0007690258,1997-01-01,2026-05-04,CAP/LEC,No,Delta Communications,,,2,2019-03-01..2019-08-08
732712,"OnePoint Services, LLC",,1997-01-01,1997-01-01,Prepaid Card,No,Verizon Avenue Corp.,,,10,2008-06-27..2024-02-06
732712,GTE Pacific-Guam,0004339941,1997-01-01,2005-11-01,Prepaid Card,No,Micronesian Telecommunications Corp.,,,10,2008-06-27..2024-02-06
1091667,"Charter Payphones of Texas, LLC",,1997-01-01,1997-01-01,Payphone Service Provider,No,,,,8,2008-07-14..2023-09-01
732717,AT&T Corp.,0007585730,1997-01-01,2011-02-01,CAP/LEC,No,"AT&T, Inc.",,,24,2008-05-23..2024-04-14
732717,AT&T Corp.,0007585714,1997-01-01,2011-02-01,CAP/LEC,No,"AT&T, Inc.",,,24,2008-05-23..2024-04-14
732717,AT&T Corp.,0007585607,1997-01-01,2011-02-01,CAP/LEC,No,"AT&T, Inc.",,,24,2008-05-23..2024-04-14
732717,AT&T Corp.,0007585508,1997-01-01,2011-02-01,CAP/LEC,No,"AT&T, Inc.",,,24,2008-05-23..2024-04-14
732717,AT&T Corp.,0007585383,1997-01-01,2011-02-01,CAP/LEC,No,"AT&T, Inc.",,,24,2008-05-23..2024-04-14
18926,"CenturyTel Solutions, LLC",0005786314,1997-01-01,2014-04-01,CAP/LEC,No,"CenturyLink, Inc.",,,5,2013-12-27..2022-03-15
18926,"Madison River Long Distance Solutions, Inc.",0004333720,1997-01-01,2011-09-30,Toll Reseller,No,"CenturyLink, Inc.",,,5,2013-12-27..2022-03-15
732717,AT&T Corp.,0005891072,1997-01-01,2011-02-01,CAP/LEC,No,"AT&T, Inc.",,,24,2008-05-23..2024-04-14
1166691,"NBCUniversal, LLC",0020940540,1997-01-01,open,Private Service Provider,Yes,Comcast Corporation,,,9,2008-01-29..2024-10-04
732717,"Louisiana Cellular Holdings, LLC",0001842004,1997-01-01,2002-07-10,Cellular/PCS/SMR,No,"Cingular Wireless, LLC",,,24,2008-05-23..2024-04-14
732717,"AT&T Transoceanic Communications, LLC",0003775848,1997-01-01,2002-07-01,Interexchange Carrier (IXC),No,AT&T Corporation,,,24,2008-05-23..2024-04-14
732712,"San Antonio MTA, LP",0001658962,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Dallas MTA, LP",0001658970,1997-01-01,2003-02-03,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Southwestco Wireless, LP",0003290525,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,Anderson CTC,0004268926,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Asheville, Inc.",0003595105,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,Blue Ridge CTC,0003998184,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Pittsburgh SMSA, LP",0003290335,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Pennsylvania RSA 6 (II), LP",0003290350,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Allentown SMSA, LP",0003299781,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"New York SMSA, LP",0003473220,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,St. Lawrence Seaway Cellular Partnership,0003477916,1997-01-01,2013-10-01,Cellular/PCS/SMR,No,UNITED STATES CELLULAR CORPORATION,,,10,2008-06-27..2024-02-06
732712,"Washington SMSA, LP",0003290376,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,NY RSA 2 Cellular Partnership,0001836584,1997-01-01,2013-10-01,Cellular/PCS/SMR,No,UNITED STATES CELLULAR CORPORATION,,,10,2008-06-27..2024-02-06
732712,"Binghamton MSA, LP",0001840230,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,New York RSA 3 Cellular Partnership,0003398716,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"NYNEX Mobile of New York, LP",0001840214,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Rochester Telephone Mobile Communication, LP",0003402666,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Syracuse SMSA, LP",0003472230,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,Upstate Cellular Network,0003407764,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,NYNEX Mobile LP 1,0005005525,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Vermont RSA, LP",0005005558,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,NYNEX Mobile LP 2,0003300795,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Orange Poughkeepsie, LP",0003300811,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"New Hampshire RSA 2, LP",0003299922,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,Pittsfield CTC,0003290418,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
18926,"Midwest Wireless Wisconsin, LLC",0002622041,1997-01-01,2004-05-03,Cellular/PCS/SMR,No,"Midwest Wireless Holdings, LLC",,,5,2013-12-27..2022-03-15
18926,"Spectra Communications Group, LLC",0004253373,1997-01-01,2022-10-03,Incumbent Local Exchange Carrier,No,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
18926,"OnFiber Communications, Inc.",0004334173,1997-01-01,2007-11-01,CAP/LEC,No,Qwest Services Corporation,,,5,2013-12-27..2022-03-15
101830,"Bright Personal Communication Services, LLC",0004327789,1997-01-01,1997-01-02,Cellular/PCS/SMR,No,"Horizon PCS, Inc.",,,9,2009-02-01..2019-06-22
18926,"Madison River Communications, LLC",0004333803,1997-01-01,2014-04-01,CAP/LEC,No,"CenturyLink, Inc.",,,5,2013-12-27..2022-03-15
18926,"CENTURYLINK PUBLIC COMMUNICATIONS, INC",0005060116,1997-01-01,2020-08-28,Payphone Service Provider,No,CenturyLink Inc.,,,5,2013-12-27..2022-03-15
101830,"CENTURYLINK PUBLIC COMMUNICATIONS, INC",0005060116,1997-01-01,2020-08-28,Payphone Service Provider,No,CenturyLink Inc.,,,9,2009-02-01..2019-06-22
732712,Redding MSA Limited Partnership,0001723964,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,The Great Salts Flats General Partnership,0001622273,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,"Southern & Central Wireless, LLC",0003802923,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"PA RSA 1, LP",0002837151,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
20520,CITIZENS TELECOMMUNICATIONS COMPANY OF ILLINOIS,0003934205,1997-01-01,open,Incumbent Local Exchange Carrier,Yes,"Frontier Commnunications Parent, Inc.",,,4,2022-02-24..2024-06-10
20520,CITIZENS TELECOMMUNICATIONS COMPANY OF NEBRASKA,0004341095,1997-01-01,open,Incumbent Local Exchange Carrier,Yes,"Frontier Commnunications Parent, Inc.",,,4,2022-02-24..2024-06-10
20520,"Citizens Telecommunications Company of Minnesota, LLC",0004036703,1997-01-01,open,Incumbent Local Exchange Carrier,Yes,"Frontier Commnunications Parent, Inc.",,,4,2022-02-24..2024-06-10
732712,Nsightel Wireless LLC,0004059523,1997-01-01,open,Cellular/PCS/SMR,Yes,NORTHEAST COMMUNICATIONS OF WISCONSIN INC,,,10,2008-06-27..2024-02-06
732712,"Metro Southwest PCS, LLP",0002700839,1997-01-01,2004-12-31,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
18926,"TW Wireless, LLC",0001621465,1997-01-01,2004-02-17,Cellular/PCS/SMR,No,"Qwest Wireless, LLC",,,5,2013-12-27..2022-03-15
732717,"SBC Telecom, Inc.",0004299178,1997-01-01,2005-05-01,CAP/LEC,No,AT&T Inc,,,24,2008-05-23..2024-04-14
18926,Telephone USA of WI,0004547261,1997-01-01,open,Incumbent Local Exchange Carrier,Yes,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
18926,CenturyTel - Central WI,0004312229,1997-01-01,2022-10-03,Incumbent Local Exchange Carrier,No,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
18926,"CenturyTel of Central Arkansas, LLC",0004253381,1997-01-01,2022-10-03,Incumbent Local Exchange Carrier,No,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
732712,"Youngstown-Warren MSA, LP",0002531275,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
1166691,"Comcast Phone of Michigan, LLC",0006638423,1997-01-01,2020-04-01,CAP/LEC,No,COMCAST CABLE COMMUNICATIONS LLC,,,9,2008-01-29..2024-10-04
732712,"Verizon Advanced Data, Inc.",0005806740,1997-01-01,2003-06-19,CAP/LEC,No,Verizon Ventures III,,,10,2008-06-27..2024-02-06
732712,"Verizon Advanced Data VA, Inc.",,1997-01-01,2002-01-28,CAP/LEC,No,Verizon Advanced Data Inc.,,,10,2008-06-27..2024-02-06
732717,"New Cingular Wireless Services, Inc. CONSOLIDATED",0003766532,1997-01-01,open,Cellular/PCS/SMR,Yes,"AT&T, Inc.",,,24,2008-05-23..2024-04-14
732712,Virginia RSA 5 Retail Limited Partnership,,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
732712,"Verizon Global Solutions, Inc.",0004372975,1997-01-01,2005-03-01,Private Service Provider,No,Verizon Communications Inc.,,,10,2008-06-27..2024-02-06
20520,"Frontier Communications of Rochester, Inc.",0004320081,1997-01-01,open,Local Reseller,Yes,"Frontier Commnunications Parent, Inc.",,,4,2022-02-24..2024-06-10
20520,"Citizens Telecommunications of North Dakota, Inc.",0004340931,1997-01-01,2003-03-31,Incumbent Local Exchange Carrier,No,Citizens Communications Company,,,4,2022-02-24..2024-06-10
732712,MP Communications,0006400998,1997-01-01,2005-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,Wescel Cellular of New Mexico,,1997-01-01,2003-02-01,Cellular/PCS/SMR,No,Cellco Partnership,,,10,2008-06-27..2024-02-06
1091667,"Charter Fiberlink - Missouri, LLC",0005793922,1997-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink - Wisconsin, LLC",0005812847,1997-01-01,1997-01-01,Other Toll,No,"Charter Fiberlink, LLC",,,8,2008-07-14..2023-09-01
732717,"Comcast Phone, LLC",0005098389,1997-01-01,2002-05-01,Other Toll,No,AT&T Corporation,,,24,2008-05-23..2024-04-14
1166691,"Comcast Phone, LLC",0005098389,1997-01-01,2002-05-01,Other Toll,No,AT&T Corporation,,,9,2008-01-29..2024-10-04
1632127,"Hargray, LLC",0004940540,2002-05-01,open,CAP/LEC,Yes,"Cable One, Inc.",,,2,2019-03-01..2019-08-08
101830,"Washington Oregon Wireless, LLC",0009476896,2002-05-01,2006-02-01,Cellular/PCS/SMR,No,"Alamosa Holdings, Inc.",,,9,2009-02-01..2019-06-22
101830,Alamosa Wisconsin Limited Partnership,0009476896,2002-05-01,2006-02-01,Cellular/PCS/SMR,No,"Alamosa Holdings, Inc.",,,9,2009-02-01..2019-06-22
101830,"Alamosa Missouri, LLC.",0009476896,2002-05-01,2006-02-01,Cellular/PCS/SMR,No,"Alamosa Holdings, Inc.",,,9,2009-02-01..2019-06-22
101830,Texas Telecommunications LP,0009476896,2002-05-01,2006-02-01,Cellular/PCS/SMR,No,"Alamosa Holdings, Inc.",,,9,2009-02-01..2019-06-22
101830,"Southwest PCS, LP",0009476896,2002-05-01,2006-02-01,Cellular/PCS/SMR,No,"Alamosa Holdings, Inc.",,,9,2009-02-01..2019-06-22
732712,"Pueblo Cellular, Inc.",0006754345,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,"Sangre de Cristo Cellular, Inc.",0006754360,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,"Sanborn Cellular, Inc.",0006754253,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,"Verizon Wireless Texas, LLC",0004447371,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,Verizon Wireless Tennessee Partnership,0006209373,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,Verizon Wireless Svcs.,,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
18926,"MebTel Long Distance Solutions, Inc.",0006983746,1997-01-01,2011-09-30,Toll Reseller,No,"CenturyLink, Inc.",,,5,2013-12-27..2022-03-15
1283699,"T-Mobile USA, Inc.- CONSOLIDATED",0006945950,1997-01-01,open,Cellular/PCS/SMR,Yes,T MOBILE USA INC,,,26,2014-01-02..2023-04-28
18926,Embarq Corporation,0014791164,1997-01-01,2024-12-31,Incumbent Local Exchange Carrier,No,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
1166691,"Comcast Phone, LLC",0005098389,1997-01-01,open,CAP/LEC,No,COMCAST CORPORATION,,,9,2008-01-29..2024-10-04
732712,Missouri Valley Cellular,0006754196,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,"Eastern South Dakota Cellular, Inc. (South Dakota 9)",0006574289,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
732712,"VERIZON VALUE, INC.",0006855639,1997-01-01,open,Cellular/PCS/SMR,Yes,Verizon Communications Inc,,,10,2008-06-27..2024-02-06
732712,"CommNet Cellular, Inc.",,1997-01-01,1997-01-01,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
1166691,"Masergy Communications, Inc.",0007269616,2002-04-01,open,Private Service Provider,Yes,COMCAST CORPORATION,,,9,2008-01-29..2024-10-04
1091667,"Charter Fiberlink - Nebraska, LLC",0007339716,1997-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
732717,"Cingular Wireless, LLC- CONSOLIDATED",0004979233,1997-01-01,2005-09-30,Cellular/PCS/SMR,No,,,,24,2008-05-23..2024-04-14
101830,Intertoll Communications Network Corp.,0009476086,1997-01-01,2006-09-01,Interexchange Carrier (IXC),No,,,,9,2009-02-01..2019-06-22
732712,"Verizon Wireless of the East, LP",0007609324,2002-04-01,2003-02-03,Cellular/PCS/SMR,No,,,,10,2008-06-27..2024-02-06
18926,"CenturyTel of Alabama, LLC",0005827712,2002-11-01,2022-10-03,Incumbent Local Exchange Carrier,No,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
18926,"CenturyTel of Missouri, LLC",0005827787,2002-11-01,2022-10-03,Incumbent Local Exchange Carrier,No,Lumen Technologies Inc.,,,5,2013-12-27..2022-03-15
1632127,"Hargray of Georgia, Inc.",0005039854,2003-02-01,2022-09-30,CAP/LEC,No,HARGRAY COMMUNICATIONS GROUP INC,,,2,2019-03-01..2019-08-08
18926,Qwest LD Corp.,0007769458,2003-02-01,2014-04-01,Toll Reseller,No,CENTURYLINK,,,5,2013-12-27..2022-03-15
1091667,"Charter Fiberlink, LLC",0005793443,2003-02-01,2009-12-31,CAP/LEC,No,"CC Fiberlink, LLC",,,8,2008-07-14..2023-09-01
732712,"XO Communications Services, LLC",0006275945,2003-02-01,2021-09-30,CAP/LEC,No,VERIZON COMMUNICATIONS INC,,,10,2008-06-27..2024-02-06
732712,Cellco Partnership & Affiliated Entities- CONSOLIDATED,0003290673,2002-04-01,open,Cellular/PCS/SMR,Yes,"Verizon Communications, Inc.",,,10,2008-06-27..2024-02-06
732717,"Insight Phone of Indiana, LLC",0007863095,2003-05-20,2019-06-30,Private Service Provider,No,Time Warner Cable Enterprises LLC,,,24,2008-05-23..2024-04-14
732717,"Insight Phone of Kentucky, LLC",0007863145,2003-05-20,2019-06-30,Private Service Provider,No,Time Warner Cable Enterprises LLC,,,24,2008-05-23..2024-04-14
18926,"Centurytel Fiber Company II, LLC",0008607277,2002-01-01,2014-04-01,Interexchange Carrier (IXC),No,"CenturyLink, Inc.",,,5,2013-12-27..2022-03-15
1091667,"Charter Fiberlink- Alabama, LLC",0009563024,2003-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink- Tennessee, LLC",0009563396,2003-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink- Georgia, LLC",0009563222,2003-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink KS-CCO, LLC",0009957325,2003-01-01,2010-12-07,CAP/LEC,No,"CCO Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink GA-CCVII, LLC",0009957309,2003-01-01,2006-10-03,CAP/LEC,No,"CC VII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink CT- CCO, LLC",0009957200,2003-01-01,open,CAP/LEC,Yes,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink CA- CCVII, LLC",0009957192,2003-01-01,2010-12-07,CAP/LEC,No,"CC VII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink CA- CCO, LLC",0009957184,2003-01-01,open,CAP/LEC,Yes,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink AL-CCVII, LLC",0009957135,2003-01-01,2006-10-03,CAP/LEC,No,"CC VII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink CCO, LLC.",0009958109,2003-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink WV- CCO, LLC",0009957994,2003-01-01,2010-06-25,Interconnected VoIP,No,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink WV-CCVI, LLC",0009958075,2003-01-01,2006-12-06,CAP/LEC,No,"CCVI Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink VT- CCO, LLC",0009957960,2003-01-01,open,CAP/LEC,No,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink SC-CCVII, LLC",0009957929,2003-01-01,2010-12-07,Interconnected VoIP,No,CC VII FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink SC-CCO, LLC",0009957879,2003-01-01,open,CAP/LEC,Yes,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink PA-CCVI, LLC",0009957564,2003-01-01,2006-12-06,CAP/LEC,No,"CC VI Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink PA-CCO, LLC",0009957515,2003-01-01,2006-12-06,CAP/LEC,No,"CCO Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink NC-CCVII, LLC",0009957499,2003-01-01,2010-06-25,CAP/LEC,No,"CC VII Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink NC-CCVI, LLC",0009957457,2003-01-01,2006-12-06,CAP/LEC,No,"CCVI Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink NC-CCO, LLC",0009957424,2003-01-01,open,CAP/LEC,Yes,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink MA-CCO, LLC",0009957390,2003-01-01,open,CAP/LEC,Yes,CCO FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink KS-CCVI, LLC",0009957374,2003-01-01,2006-10-03,CAP/LEC,No,"CCVI Fiberlink, LLC",,,8,2008-07-14..2023-09-01
1166691,"Comcast Commercial Services, Inc.",0008850760,2003-01-01,2020-04-01,Private Service Provider,No,COMCAST CABLE COMMUNICATIONS LLC,,,9,2008-01-29..2024-10-04
1091667,"Charter Fiberlink- Michigan, LLC",0010069342,2003-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
732712,"Codetel International Communications, Inc.",0006369441,2004-01-13,2007-03-31,Toll Reseller,No,"Verizon Communications, Inc.",,,10,2008-06-27..2024-02-06
1091667,"Charter Fiberlink WA-CCVII, LLC",0010112001,2003-01-01,open,CAP/LEC,Yes,CC VII FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink TX-CCO, LLC",0010111961,2003-01-01,open,CAP/LEC,Yes,CC FIBERLINK LLC,,,8,2008-07-14..2023-09-01
1091667,"Charter Fiberlink OR-CCVII, LLC",0010111946,2003-01-01,open,CAP/LEC,Yes,CC VII FIBERLINK LLC,,,8,2008-07-14..2023-09-01
