key,value,source_file,source_field
validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / director-only departure / recall 95% CI (Clopper-Pearson),"[0.6637, 1.0]",d3_r2_agreement.csv,round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=director-only departure; recall_ci95
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / n",30,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); n"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / agreement",0.8667,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); agreement"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / kappa",0.7183,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); kappa"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / reference positives",12,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); ref_positives"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / classifier positives",8,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); clf_positives"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / precision",1.0000,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); precision"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / recall",0.6667,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); recall"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / precision 95% CI (Clopper-Pearson)","[0.6306, 1.0]",d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); precision_ci95"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 verified Y, PRIMARY) / recall 95% CI (Clopper-Pearson)","[0.3489, 0.9008]",d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 verified Y, PRIMARY); recall_ci95"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / n",30,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); n"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / agreement",0.9000,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); agreement"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / kappa",0.7921,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); kappa"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / reference positives",11,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); ref_positives"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / classifier positives",8,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); clf_positives"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / precision",1.0000,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); precision"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / recall",0.7273,d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); recall"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / precision 95% CI (Clopper-Pearson)","[0.6306, 1.0]",d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); precision_ci95"
"validation / v3 round 2 / classifier v2 (6f7be7a) / subset random 30 / variant n/a / stratum combined / pre-announced (sheet 9 blind unclear, SECONDARY) / recall 95% CI (Clopper-Pearson)","[0.3903, 0.9398]",d3_r2_agreement.csv,"round=v3 round 2; classifier=v2 (6f7be7a); subset=random 30; stratum=combined; field=pre-announced (sheet 9 blind unclear, SECONDARY); recall_ci95"
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / n,38,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / agreement,0.9211,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / kappa,0.8421,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / reference positives,19,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / classifier positives,16,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / precision,1.0000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / recall,0.8421,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / precision 95% CI (Clopper-Pearson),"[0.794, 1.000]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / PRIMARY (verified) / exec departure (A) / recall 95% CI (Clopper-Pearson),"[0.604, 0.966]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (A); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / n,39,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / agreement,0.8718,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / kappa,0.7273,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / reference positives,16,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / classifier positives,13,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / precision,0.9231,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / recall,0.7500,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / precision 95% CI (Clopper-Pearson),"[0.640, 0.998]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / PRIMARY (verified) / exec departure (A) / recall 95% CI (Clopper-Pearson),"[0.476, 0.927]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=PRIMARY (verified); field=exec departure (A); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / n,38,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / agreement,0.9211,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / kappa,0.8421,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / reference positives,19,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / classifier positives,16,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / precision,1.0000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / recall,0.8421,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / precision 95% CI (Clopper-Pearson),"[0.794, 1.000]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SECONDARY (blind) / exec departure (A) / recall 95% CI (Clopper-Pearson),"[0.604, 0.966]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SECONDARY (blind); field=exec departure (A); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / n,37,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / agreement,0.9189,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / kappa,0.8252,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / reference positives,14,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / classifier positives,13,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / precision,0.9231,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / recall,0.8571,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / precision 95% CI (Clopper-Pearson),"[0.640, 0.998]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SECONDARY (blind) / exec departure (A) / recall 95% CI (Clopper-Pearson),"[0.572, 0.982]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SECONDARY (blind); field=exec departure (A); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / n,40,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / agreement,0.8750,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / kappa,0.7525,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / reference positives,21,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / classifier positives,16,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / precision,1.0000,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / recall,0.7619,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / precision 95% CI (Clopper-Pearson),"[0.794, 1.000]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum treated / SENSITIVITY unclear->Y / exec departure (A) / recall 95% CI (Clopper-Pearson),"[0.528, 0.918]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=SENSITIVITY unclear->Y; field=exec departure (A); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / n,40,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / agreement,0.8500,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / kappa,0.6834,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / reference positives,17,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / classifier positives,13,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / precision,0.9231,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / recall,0.7059,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / precision 95% CI (Clopper-Pearson),"[0.640, 0.998]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); precision_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant A (any departure) / stratum control / SENSITIVITY unclear->Y / exec departure (A) / recall 95% CI (Clopper-Pearson),"[0.440, 0.897]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=control; scoring=SENSITIVITY unclear->Y; field=exec departure (A); recall_ci95
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / n,38,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); n
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / agreement,0.9211,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); agreement
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / kappa,0.8328,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); kappa
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / reference positives,15,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); ref_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / classifier positives,14,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); clf_Y
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / precision,0.9286,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); precision
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / recall,0.8667,d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); recall
validation / v3 recall audit / classifier v2 (6f7be7a) / subset stratified 80 / variant B (new only) / stratum treated / PRIMARY (verified) / exec departure (B: restated->N vs new-only) / precision 95% CI (Clopper-Pearson),"[0.661, 0.998]",d3_audit_recall_by_stratum.csv,round=v3 recall audit; classifier=v2 (6f7be7a); subset=stratified 80; stratum=treated; scoring=PRIMARY (verified); field=exec departure (B: restated->N vs new-only); precision_ci95
